N,Z,A,B_exp,B_BWN_published,residual
61,53,114,951.304806,951.4908578504222,-0.18605185042224548
60,54,114,944.9694156,944.8590850790257,0.11033052097434393
59,55,114,931.7871054,931.621589715562,0.1655156844379917
58,56,114,922.224261,921.6651142360976,0.5591467639023904
71,44,115,959.88361,960.3920200223126,-0.5084100223126597
70,45,115,967.225187,967.4127954830208,-0.18760848302076738
69,46,115,972.639433,973.1827867520262,-0.543353752026178
68,47,115,976.4138595,976.7628592694889,-0.3489997694889553
67,48,115,978.733398,979.1906364752703,-0.4572384752702874
66,49,115,979.402928,979.7191444743511,-0.31621647435110845
65,50,115,979.118073,979.7040635828678,-0.5859905828677938
64,51,115,975.305294,975.443958540264,-0.13866454026401698
63,52,115,969.582296,970.1245527087083,-0.5422567087082371
62,53,115,963.0749865,963.1382138828143,-0.06322738281426155
61,54,115,954.611596,954.8258439160644,-0.21424791606443705
72,44,116,965.918544,966.2325182031378,-0.31397420313783186
71,45,116,971.8030268,972.190730496025,-0.38770369602502797
70,46,116,980.115958,980.4225479061653,-0.3065899061652999
69,47,116,982.0452468,982.7933595521176,-0.7481127521176631
68,48,116,987.4327276,987.7997842283316,-0.3670566283316248
67,49,116,986.1876532,986.979038672254,-0.7913854722539782
66,50,116,988.6815256,989.2041758958791,-0.5226502958790888
65,51,116,983.1952128,983.4680688062091,-0.2728560062090537
64,52,116,980.854646,980.9908345788403,-0.13618857884034696
63,53,116,972.2291528,972.4077828845673,-0.17863008456731677
62,54,116,967.073034,967.091864234024,-0.018830234023994308
73,44,117,969.4108125,969.864595718044,-0.4537832180440091
72,45,117,978.0353622,978.2045757970906,-0.16921359709056105
71,46,117,984.7801431,985.3093415645551,-0.5291984645550656
70,47,117,989.7558255,990.1798456231814,-0.42402012318143534
69,48,117,993.209958,993.9190467480206,-0.7090887480205765
68,49,117,994.9522401,995.7224564499463,-0.7702163499462813
67,50,117,995.624604,996.5538564778715,-0.9292524778715006
66,51,117,993.0840777,993.1105959685082,-0.02651826850819816
65,52,117,988.7576751,989.1160593768508,-0.3583842768507566
64,53,117,983.3183919,983.4358830208844,-0.11749112088432412
63,54,117,976.2828192,976.497624777015,-0.21480557701499947
62,55,117,967.8082284,967.8148254072031,-0.0065970072031404925
61,56,117,957.9906882,957.6520061519701,0.3386820480299093
73,45,118,982.0967602,982.5455692452194,-0.44880904521949105
72,46,118,991.8159246,992.0357567737354,-0.2198321737354263
71,47,118,995.19902,995.7436641654723,-0.5446441654722776
70,48,118,1001.56453,1001.9840332333843,-0.4195032333842619
69,49,118,1001.308706,1002.4905636396871,-1.1818576396871094
68,50,118,1004.9510238,1005.9534755886083,-1.002451788608255
67,51,118,1000.5120408,1001.0977400313695,-0.5856992313695173
66,52,118,999.424246,999.3919784629728,0.032267537027223625
65,53,118,991.9221954,992.1740785082891,-0.2518831082891211
64,54,118,988.2478642,988.1452204468917,0.102643753108282
63,55,118,977.7958254,977.82691151174,-0.031086111740023625
74,45,119,988.1040407,988.0947706104776,0.009270089522487979
73,46,119,995.9061686,996.4971450924933,-0.5909764924932688
72,47,119,1002.3622994,1002.621000303992,-0.2587009039920076
71,48,119,1006.9111339,1007.6359350792205,-0.7248011792205489
70,49,119,1009.8505053,1010.684684981304,-0.8341796813040219
69,50,119,1011.4344786,1012.8050973242678,-1.3706187242677288
68,51,119,1010.0626942,1010.637747357399,-0.5750531573989974
67,52,119,1006.9873415,1007.4785241275381,-0.49118262753813724
66,53,119,1002.8001956,1002.5988375616381,0.20135803836194555
65,54,119,997.0345979999998,997.0024953579284,0.032102642071436094
64,55,119,989.7628293,989.6592417233838,0.10358757661617801
63,56,119,981.2655153,980.9210792899493,0.3444360100506856
74,46,120,1002.8498040000002,1002.7764425237467,0.07336147625346712
73,47,120,1007.439372,1007.7692726089401,-0.3299006089400791
72,48,120,1014.96288,1015.1956379721689,-0.2327579721688835
71,49,120,1015.9509,1016.9855884248394,-1.0346884248393735
70,50,120,1020.53856,1021.6562540829444,-1.1176940829444675
69,51,120,1017.0756,1018.1296414819569,-1.054041481956915
68,52,120,1017.238284,1017.6633323760184,-0.425048376018367
67,53,120,1010.84094,1011.3026816010147,-0.4617416010146371
66,54,120,1008.483864,1008.0500726350394,0.433791364960598
65,55,120,999.417732,999.1238010924623,0.2939309075377423
64,56,120,993.635388,993.367784774938,0.2676032250620892
76,45,121,997.6740037,997.2408462781315,0.4331574218684864
75,46,121,1006.8238664,1006.9038984829882,-0.08003208298816844
74,47,121,1014.2620025999998,1014.221008300793,0.04099429920688635
73,48,121,1020.1506612,1020.4408073539629,-0.29014615396295085
72,49,121,1024.1290807,1024.6730838728397,-0.5440031728396661
71,50,121,1026.7087644,1028.036019208795,-1.3272548087950327
70,51,121,1026.3289454,1027.115700458098,-0.7867550580979241
69,52,121,1024.4905561,1025.2478773605992,-0.7573212605991557
68,53,121,1021.4107431,1021.6269286415428,-0.21618554154281355
67,54,121,1016.8637446,1016.850709316851,0.013035283149065435
66,55,121,1010.7027392,1010.3385186420109,0.36422055798914243
65,56,121,1003.5629043,1002.9755143957473,0.5873899042527455
76,46,122,1013.329011,1012.8516841495689,0.4773268504311545
75,47,122,1019.0366102,1019.0692371329826,-0.03262693298256636
74,48,122,1027.7605374,1027.592900178782,0.1676372212180013
73,49,122,1029.9371638,1030.5720314831144,-0.6348676831144076
72,50,122,1035.5234096,1036.3810884021996,-0.8576788021996435
71,51,122,1033.1353084,1034.1377079848687,-1.0023995848687264
70,52,122,1034.332043,1034.8820524607129,-0.5500094607127721
69,53,122,1029.3156958,1029.8316620654923,-0.5159662654923522
68,54,122,1027.8090568,1027.7918083266134,0.017248473386644037
67,55,122,1019.816483,1019.7281309307267,0.0883520692732418
66,56,122,1015.4983174,1014.806351774376,0.6919656256239932
77,46,123,1017.2139114,1016.7613579442556,0.4525534557444644
76,47,123,1025.5703961,1025.2427407393225,0.32765536067745415
75,48,123,1032.6336465,1032.5706369299703,0.06300957002963514
74,49,123,1037.8661526,1037.8617115639408,0.004441036059233738
73,50,123,1041.4694499,1042.3570749403395,-0.8876250403395716
72,51,123,1042.0953108,1042.6131432910722,-0.517832491072113
71,52,123,1041.261051,1041.990893135479,-0.7298421354789753
70,53,123,1039.2503208,1039.5966274030825,-0.3463066030824393
69,54,123,1035.7736397,1036.082683945045,-0.3090442450447881
68,55,123,1030.7866908,1030.8016705436044,-0.014979743604271789
67,56,123,1024.6156578,1024.2902921911723,0.3253656088277239
77,47,124,1030.3030792,1029.9344927472237,0.36858645277629876
76,48,124,1039.9902196,1039.4901125033668,0.5001070966332009
75,49,124,1043.3762132,1043.5125490404512,-0.13633584045123825
74,50,124,1049.9575628,1050.30700326237,-0.34944046237001203
73,51,124,1048.5628108,1049.2310032939038,-0.668192493903689
72,52,124,1050.6855420000002,1051.1144931883725,-0.42895118837236623
71,53,124,1046.7436068,1047.3262583153964,-0.582651515396492
70,54,124,1046.2641112,1046.4665437157933,-0.20243251579336174
69,55,124,1039.5554136,1039.6834473428444,-0.12803374284430902
68,56,124,1036.1217916,1035.9506620133145,0.17112958668553802
67,57,124,1026.5082824,1026.117520367225,0.390762032775001
78,47,125,1036.6643875,1035.9221128441225,0.7422746558775088
77,48,125,1044.7101875,1044.370483943281,0.3397035567190869
76,49,125,1050.9920625,1050.5992657357444,0.3927967642555359
75,50,125,1055.6910625,1056.0387611171384,-0.3476986171383487
74,51,125,1057.27015,1057.3050261332646,-0.03487613326456085
73,52,125,1057.2545125,1057.8093766466004,-0.5548641466004938
72,53,125,1056.2863875,1056.5697122721044,-0.283324772104379
71,54,125,1053.867375,1054.2717833787972,-0.4044083787971431
70,55,125,1049.9754125,1050.187422367702,-0.21200986770213603
69,56,125,1044.7723,1044.9126943918293,-0.14039439182920432
68,57,125,1038.080475,1037.9069172794857,0.17355772051428175
78,48,126,1051.6891517999998,1051.1566029447577,0.532548855242112
77,49,126,1056.4604442,1056.1874626507515,0.2729815492484704
76,50,126,1063.8838602,1063.7929302403898,0.09092995961032102
75,51,126,1063.4795136,1063.6728475815646,-0.19333398156459225
74,52,126,1066.3682022,1066.5207500694698,-0.15254786946979948
73,53,126,1063.4321754,1063.8768640642395,-0.44468866423949294
72,54,126,1063.885725,1064.130967552149,-0.24524255214896584
71,55,126,1058.3076798,1058.5832864467343,-0.27560664673433166
70,56,126,1055.8445562,1056.0052888654059,-0.16073266540593067
69,57,126,1047.3657767999998,1047.4322313492273,-0.06645454922750105
68,58,126,1042.4305206,1041.9741890752734,0.45633152472646543
79,48,127,1056.2459317,1055.8861635431606,0.3597681568394364
78,49,127,1063.6022924,1063.1731159708595,0.4291764291403979
77,50,127,1069.4096214,1069.4702064603634,-0.06058506036333711
76,51,127,1071.855997,1071.5405081165661,0.31548888343377257
75,52,127,1072.655843,1072.9416327103781,-0.2857897103781397
74,53,127,1072.576214,1072.6835682863016,-0.10735428630164279
73,54,127,1071.1315381999998,1071.495639313863,-0.3641011138631711
72,55,127,1068.2683359,1068.5482205674048,-0.27988466740475815
71,56,127,1064.063912,1064.4685211555168,-0.4046091555167095
70,57,127,1058.3597323999998,1058.639115646085,-0.27938324608521725
69,58,127,1051.6606094,1051.5792954414335,0.08131395856662493
80,48,128,1062.8142976,1062.2954371794171,0.5188604205827687
79,49,128,1068.9838208,1068.6170057354157,0.36681506458444346
78,50,128,1077.3727872,1077.1258504231996,0.24693677680033943
77,51,128,1077.8588672,1077.8438403241225,0.01502687587753826
76,52,128,1081.4404608,1081.416045752053,0.024415047947059065
75,53,128,1079.4023552,1079.6845402447534,-0.2821850447533052
74,54,128,1080.7425024,1080.8977478927836,-0.15524549278370614
73,55,128,1076.0313984000002,1076.49438131992,-0.4629829199197957
72,56,128,1074.6864384,1075.020412254605,-0.33397385460489204
71,57,128,1067.1603712,1067.6665152252851,-0.5061440252850389
70,58,128,1063.2865152,1063.348333808261,-0.06181860826109187
69,59,128,1053.3010048,1052.9817514193792,0.31925338062092123
81,48,129,1066.7695119,1066.5096480667087,0.2598638332913197
80,49,129,1075.6999110000002,1075.1878268815951,0.5120841184050278
79,50,129,1082.6732769,1082.6486333117373,0.02464358826273383
78,51,129,1085.9297142,1085.607072686051,0.3226415139490655
77,52,129,1087.5228642,1087.7332790952905,-0.2104148952905689
76,53,129,1088.2428132,1088.2024633145093,0.040349885490741144
75,54,129,1087.6493616,1087.9146532873044,-0.2652916873043978
74,55,129,1085.6699985,1085.9748856944016,-0.30488719440154455
73,56,129,1082.4494619,1083.01683564624,-0.5673737462400368
72,57,129,1077.9297921000002,1078.3186035195645,-0.3888114195642629
71,58,129,1072.1114019,1072.4415370220388,-0.3301351220388824
70,59,129,1064.8151232,1064.8654506861876,-0.05032748618759797
82,48,130,1072.836284,1072.3893327250703,0.4469512749296882
81,49,130,1080.84288,1079.9989350305657,0.8439449694342329
80,50,130,1090.28621,1089.843825558794,0.4423844412060589
79,51,130,1091.657333,1091.7641798138357,-0.10684681383554562
78,52,130,1095.942263,1096.0699422037176,-0.12767920371766195
77,53,130,1094.743143,1095.0410657869872,-0.29792278698732844
76,54,130,1096.9050820000002,1096.9758512956482,-0.07076929564800594
75,55,130,1093.142024,1093.5412489604887,-0.39922496048870926
74,56,130,1092.7166900000002,1093.070948425635,-0.3542584256347254
73,57,130,1086.304947,1086.87585434585,-0.5709073458499461
72,58,130,1083.318132,1083.6573444489718,-0.33921244897169345
71,59,130,1074.288345,1074.5005564299086,-0.21221142990862063
70,60,130,1068.9267679999998,1068.4510483137115,0.4757196862883575
83,48,131,1075.0017724,1074.0507072982891,0.9510651017108103
82,49,131,1087.0320264000002,1085.885323315518,1.1467030844821693
81,50,131,1095.4898973000002,1094.6121423886034,0.877754911396778
80,51,131,1099.4243775,1099.1091159066884,0.31526159331156123
79,52,131,1101.8716409,1102.2300621651275,-0.35842126512739014
78,53,131,1103.3209986999998,1103.362663442429,-0.04166474242924778
77,54,131,1103.5095077,1103.7617190647777,-0.2522113647776223
76,55,131,1102.3691527,1102.6272646394505,-0.25811193945037303
75,56,131,1100.2101941,1100.6552540600076,-0.4450599600074838
74,57,131,1096.5181556,1097.0109455132006,-0.49278991320056775
73,58,131,1091.6749939,1092.2669758006693,-0.5919819006694524
72,59,131,1085.4848509,1085.8173939071269,-0.3325430071267874
71,60,131,1078.1698895,1078.156158219542,0.013731280457932371
84,48,132,1078.3267572000002,1077.3305764234806,0.9961807765196227
83,49,132,1089.4905384,1088.3054472382885,1.1850911617116253
82,50,132,1102.8431832,1100.6582657529066,2.1849174470935395
81,51,132,1105.1495664,1104.6313333263236,0.5182330736763561
80,52,132,1109.9201388,1110.185174311144,-0.26503551114410584
79,53,132,1109.6530896,1110.0136850541537,-0.36059545415378125
78,54,132,1112.4462228000002,1112.564323594217,-0.1181007942168435
77,55,132,1109.5375895999998,1109.9048634266846,-0.3672738266848228
76,56,132,1110.0374604,1110.279985640608,-0.24252524060784708
75,57,132,1104.5437788,1105.1413503402975,-0.597571540297622
74,58,132,1102.5065436,1102.9633769263153,-0.45683332631529083
73,59,132,1094.4829764,1094.9709812709702,-0.4880048709701441
72,60,132,1089.8989728,1090.0167049383929,-0.11773213839296659
83,50,133,1105.241837,1103.651288305894,1.590548694106019
82,51,133,1112.5091166,1111.2881650238003,1.2209515761996954
81,52,133,1115.7403915,1115.82337712244,-0.08298562243999186
80,53,133,1117.8782069,1117.9759138295171,-0.09770692951724413
79,54,133,1118.8821441,1119.124003645693,-0.24185954569293244
78,55,133,1118.5271538,1118.6720342203937,-0.14488042039374704
77,56,133,1117.2273847,1117.5260351900952,-0.29865049009526956
76,57,133,1114.3859195,1114.816075035278,-0.4301555352778905
75,58,133,1110.5274032999998,1111.1289554394914,-0.6015521394915595
74,59,133,1105.2644203999998,1105.7560491315685,-0.49162873156865317
73,60,133,1098.876856,1099.2285877989545,-0.35173179895446083
72,61,133,1091.1697853,1091.0439741447667,0.1258111552333503
84,50,134,1108.8730346,1107.8756285600466,0.9974060399533755
83,51,134,1115.6759332,1114.4170024752234,1.2589307247765191
82,52,134,1123.4083228000002,1123.2436711148869,0.16465168511331285
81,53,134,1124.1356748,1124.2016584093979,-0.06598360939779013
80,54,134,1127.4357196,1127.5850769883107,-0.14935738831059098
79,55,134,1125.4186980000002,1125.6916110011146,-0.2729130011143752
78,56,134,1126.6951954,1126.791480571936,-0.09628517193596053
77,57,134,1122.1814992,1122.581437021058,-0.3999378210580744
76,58,134,1121.0133944000002,1121.3550893000088,-0.34169490000863334
75,59,134,1113.9261478,1114.4653717469141,-0.539223946914035
74,60,134,1110.2622394,1110.5618039867488,-0.29956458674882924
73,61,134,1100.5973554,1100.7839198710546,-0.18656447105468033
85,50,135,1111.1428395,1109.7883169816007,1.3545225183993352
84,51,135,1119.4185690000002,1118.6376135481821,0.7809554518180448
83,52,135,1126.674684,1126.3220059193484,0.3526780806516854
82,53,135,1131.9427215,1131.7628666296016,0.17985487039845793
81,54,135,1133.7945705000002,1133.8076284247738,-0.013057924773647756
80,55,135,1134.1808055,1134.130278797071,0.05052670292889161
79,56,135,1133.6671575,1133.7534508041197,-0.08629330411963565
78,57,135,1131.6776220000002,1131.8656225044265,-0.1880005044263271
77,58,135,1128.8681235,1129.1345751935687,-0.26645169356879705
76,59,135,1124.405334,1124.7673365783378,-0.3620025783377514
75,60,135,1118.900736,1119.320359937666,-0.4196239376658468
74,61,135,1111.9670955,1112.2135179380205,-0.2464224380205451
73,62,135,1103.979645,1103.9208480579855,0.058796942014396336
85,51,136,1122.3064488000002,1121.1431949125695,1.1632538874307556
84,52,136,1131.4424936,1131.1365627919938,0.30593080800622374
83,53,136,1135.7800912,1135.428487447992,0.35160375200803173
82,54,136,1141.8816904,1141.9979885809933,-0.1162981809932262
81,55,136,1141.0090328,1140.8903809450687,0.11865185493138597
80,56,136,1142.7748976,1142.7068300758413,0.06806752415877781
79,57,136,1139.1429632,1139.3368334514905,-0.1938702514905799
78,58,136,1138.8316864,1138.9606435729875,-0.12895717298738418
77,59,136,1132.8812104000003,1133.0887217995453,-0.20751139954495557
76,60,136,1129.9577272,1130.175072762541,-0.21734556254114068
75,61,136,1121.1460152,1121.5067386635533,-0.3607234635533132
74,62,136,1116.004644,1115.8840301098023,0.1206138901977738
86,51,137,1125.9312667999998,1124.7079545686615,1.223312231338241
85,52,137,1134.3922908999998,1133.7476976265116,0.6445932734882263
84,53,137,1140.6624521,1140.3853170271288,0.2771350728712605
83,54,137,1145.9072505,1145.7285928409992,0.17865765900069164
82,55,137,1149.2872597,1149.1721794448601,0.11508025513990106
81,56,137,1149.6805455999995,1149.4697948472265,0.21075075277303768
80,57,137,1148.3176559,1148.3203561175822,-0.0027002175820598495
79,58,137,1146.3132089,1146.4391673738594,-0.12595847385932757
78,59,137,1142.8139138,1142.9820416773966,-0.16812787739672785
77,60,137,1138.4137204,1138.5398532911158,-0.12613289111573067
76,61,137,1132.1202692,1132.4519622280998,-0.3316930280998349
75,62,137,1125.2567199,1125.237077990878,0.019641909121901335
74,63,137,1116.6286106,1116.4127435031837,0.21586709681628236
86,52,138,1138.8558468,1138.0162276131432,0.8396191868569076
85,53,138,1144.3574099999998,1143.7158498439162,0.6415601560836421
84,54,138,1151.5673994,1151.3818801826494,0.1855192173507021
83,55,138,1153.6998306,1153.5222293292088,0.17760127079122867
82,56,138,1158.2922636,1158.3577209213183,-0.06545732131826298
81,57,138,1155.761523,1155.6410921053387,0.12043089466124002
80,58,138,1156.0316304,1155.9818796995119,0.049750700488175426
79,59,138,1150.812291,1151.0094906717095,-0.19719967170954078
78,60,138,1148.9182548,1148.9936068138704,-0.0753520138703152
77,61,138,1141.0331004,1141.3604013319916,-0.3273009319916582
76,62,138,1136.8341468,1136.725822654093,0.1083241459070905
75,63,138,1126.3037118,1126.288259556363,0.015452243636900675
87,52,139,1141.4362524,1140.3353045176677,1.1009478823323207
86,53,139,1148.91979,1148.2247062851911,0.6950837148087885
85,54,139,1155.3110656,1154.90848440978,0.4025811902199621
84,55,139,1159.5852183000002,1159.3484625435283,0.23675575647189362
83,56,139,1163.0156966,1162.7781546265583,0.2375419734416937
82,57,139,1164.5418193,1164.620403702908,-0.07858440290806357
81,58,139,1163.4948295999998,1163.3409989179916,0.1538306820082198
80,59,139,1160.5833912,1160.6292325236336,-0.0458413236335673
79,60,139,1156.9893238,1157.0670747482836,-0.07775094828366491
78,61,139,1151.6910747,1151.9044113005693,-0.21333660056939152
77,62,139,1145.7879254000002,1145.6921584697538,0.09576693024632732
76,63,139,1138.0233993000002,1137.8773132558931,0.14608604410705084
88,52,140,1145.669938,1144.4445193295344,1.225418670465615
87,53,140,1152.1263600000002,1151.283754993354,0.8426050066461812
86,54,140,1160.72425,1160.2011292543123,0.52312074568772
85,55,140,1164.005178,1163.6088430884563,0.39633491154359035
84,56,140,1169.441,1169.2792853126414,0.16171468735865346
83,57,140,1169.702814,1169.6443291822227,0.058484817777298304
82,58,140,1172.68263,1172.9219576234395,-0.23932762343952163
81,59,140,1168.512282,1168.5640227536417,-0.051740753641752235
80,60,140,1167.30096,1167.2645147575029,0.036445242497165964
79,61,140,1160.4734119999998,1160.5353493534753,-0.0619373534755141
78,62,140,1156.9349539999998,1156.793037687442,0.14191631255789616
77,63,140,1147.68262,1147.3782129458432,0.30440705415685443
76,64,140,1141.696598,1141.0339246386982,0.6626733613018132
75,65,140,1129.614248,1128.8520052449046,0.7622427550954853
88,53,141,1156.5181242,1155.6039309105693,0.9141932894308411
87,54,141,1164.0064227,1163.4746537414826,0.5317689585174321
86,55,141,1169.5041114,1169.1516674477293,0.35244395227073255
85,56,141,1173.9769134,1173.7002983557718,0.2766150442282651
84,57,141,1176.391905,1176.280214099579,0.11169090042085372
83,58,141,1178.1107796,1178.0045853391282,0.10619426087168904
82,59,141,1177.9119131999998,1178.2421876727203,-0.3302744727204754
81,60,141,1175.3065434,1175.2589788030402,0.04756459695977355
80,61,141,1170.8556105000002,1170.8302347441831,0.025375755817094614
79,62,141,1165.484286,1165.4857745876354,-0.0014885876353218919
78,63,141,1158.6936273,1158.5797475968852,0.11387970311466233
77,64,141,1151.209869,1150.603080283377,0.6067887166229866
76,65,141,1141.7441301,1141.0826029501743,0.6615271498255879
89,53,142,1159.4657413999998,1158.5769289096988,0.8888124903010066
88,54,142,1169.1100689999998,1168.5394106007623,0.5706583992375727
87,55,142,1173.6126333999998,1173.1727360798116,0.43989732018826544
86,56,142,1180.1579956,1179.9799661503585,0.17802944964159906
85,57,142,1181.5573346,1181.3685850213708,0.18874957862931296
84,58,142,1185.28394,1185.2657615534185,0.01817844658148715
83,59,142,1183.7550544,1183.908012102708,-0.15295770270790854
82,60,142,1185.1364020000003,1185.530615931368,-0.3942139313676307
81,61,142,1179.5455353999998,1179.3990958742515,0.146439525748292
80,62,142,1176.6035794,1176.353946154193,0.2496332458069901
79,63,142,1168.148232,1167.8221415685096,0.32609043149045647
78,64,142,1163.0164798,1162.349939921345,0.6665398786551577
77,65,142,1151.834136,1151.1746770018046,0.659458998195305
89,54,143,1172.1546265,1171.664863923316,0.48976257668391554
88,55,143,1178.8449101,1178.455272412817,0.3896376871830398
87,56,143,1184.3242554,1184.176892350634,0.14736304936604938
86,57,143,1187.7761753,1187.8293229653946,-0.05314766539459015
85,58,143,1190.4287395,1190.4522212761854,-0.023481776185462877
84,59,143,1191.108204,1191.2696451982913,-0.16144119829141346
83,60,143,1191.2599699,1191.2488064788351,0.011163421164837928
82,61,143,1189.4359763,1189.7703667487813,-0.3343904487812779
81,62,143,1185.2100975,1184.9903186995707,0.21977880042936704
80,63,143,1179.1519311,1178.7951087054469,0.3568223945530917
79,64,143,1172.3595883999997,1171.6625896844987,0.6969987155009676
78,65,143,1163.7651168,1163.030554113098,0.7345626869018815
77,66,143,1154.7325361,1153.3163358031545,1.4162002968455454
90,54,144,1176.895368,1176.5190883021403,0.3762796978596725
89,55,144,1182.5120736,1182.269187708942,0.24288589105799474
88,56,144,1190.2255056,1190.1720894357566,0.05341616424334461
87,57,144,1192.5256752,1192.7080644879206,-0.18238928792061415
86,58,144,1197.3256128000005,1197.573050600121,-0.24743780012045136
85,59,144,1196.8619184,1197.0641994416849,-0.2022810416849552
84,60,144,1199.0770128,1199.2019593843681,-0.12494658436821737
83,61,144,1195.9627536,1196.0565426773846,-0.0937890773845993
82,62,144,1195.72992,1195.9421366816405,-0.21221668164048424
81,63,144,1188.6011136,1187.9945140918296,0.6065995081703477
80,64,144,1183.9591008000002,1183.1961663001216,0.762934499878611
79,65,144,1173.7854288,1172.880742023276,0.9046867767240201
78,66,144,1167.2049888,1165.7047216603705,1.5002671396293863
77,67,144,1154.4620688,1153.250083654151,1.2119851458489848
91,54,145,1179.5877165000002,1179.4367558113395,0.1509606886606889
90,55,145,1187.366459,1187.282661178745,0.08379782125507518
89,56,145,1194.0458695,1194.1200599841775,-0.07419048417750673
88,57,145,1198.5826585,1198.872070141745,-0.2894116417451187
87,58,145,1202.032049,1202.5642448212384,-0.5321958212384743
86,59,145,1203.8086325000002,1204.3082660320679,-0.499633532067719
85,60,145,1204.8323035,1205.0597276932526,-0.2274241932525456
84,61,145,1203.8854534999998,1204.0967644520588,-0.211310952058966
83,62,145,1202.4870155,1202.2808759430263,0.20613955697376696
82,63,145,1199.044788,1199.0473186181616,-0.002530618161699749
81,64,145,1193.1975325,1192.4673175704115,0.7302149295885556
80,65,145,1185.8882565,1184.5243481762172,1.3639083237826526
79,66,145,1176.948818,1175.633584894152,1.315233105848165
78,67,145,1167.043984,1165.7777876854561,1.2661963145437767
92,54,146,1184.1206484000002,1183.9865300763379,0.13411832366227827
91,55,146,1190.693729,1190.8370153786432,-0.14328637864309712
90,56,146,1199.4672778,1199.7991712740802,-0.3318934740802888
89,57,146,1203.0398248,1203.4742715244279,-0.4344467244279713
88,58,146,1208.6621826,1209.385841268805,-0.7236586688050011
87,59,146,1208.92745,1209.9226633880073,-0.9952133880074143
86,60,146,1212.3975342,1212.9149071786046,-0.5173729786044987
85,61,146,1210.14363,1210.5314824961156,-0.3878524961155563
84,62,146,1210.9032826,1210.894033862042,0.009248737957932462
83,63,146,1206.2421742,1205.9417065640425,0.300467635957375
82,64,146,1204.4280512,1204.0862409652607,0.34181023473934147
81,65,146,1195.3235204,1194.344795497402,0.97872490259806
80,66,146,1189.3324688,1187.8237757034892,1.5086930965107967
79,67,146,1177.2334196,1176.2410302880007,0.9923893119992044
78,68,146,1169.5348542,1167.8533571199384,1.6814970800614901
92,55,147,1195.374747,1195.5128961826579,-0.13814918265779852
91,56,147,1202.9363535,1203.4510959694426,-0.5147424694425808
90,57,147,1208.5683791999998,1209.2931507187673,-0.7247715187675112
89,58,147,1213.1215278,1214.0880526639355,-0.9665248639355468
88,59,147,1215.7693800000002,1216.870757173276,-1.1013771732757505
87,60,147,1217.6897292,1218.6051615368858,-0.9154323368857149
86,61,147,1217.8025664,1218.4849906151044,-0.6824242151044473
85,62,147,1217.2442898,1217.3818481135406,-0.13755831354069414
84,63,147,1214.7405123,1214.6404845226443,0.10002777735576274
83,64,147,1211.7704802,1211.036766782168,0.7337134178321776
82,65,147,1206.373875,1206.067348313353,0.3065266866469756
81,66,147,1199.044896,1197.7211696095126,1.3237263904875363
80,67,147,1189.8236007,1188.5470096503248,1.2765910496752895
79,68,147,1179.891972,1178.4147264890737,1.4772455109261955
78,69,147,1168.4762165999998,1166.8712347768628,1.6049818231369954
93,55,148,1198.4369412,1198.7419834413402,-0.3050422413400611
92,56,148,1208.2885464,1208.763586075624,-0.4750396756239752
91,57,148,1212.6700420000002,1213.5728201295751,-0.9027781295749264
90,58,148,1219.5773648000002,1220.5485717004103,-0.9712069004101522
89,59,148,1220.9320532,1222.1937269570476,-1.2616737570476744
88,60,148,1225.0223144,1226.1736984600605,-1.1513840600605363
87,61,148,1223.6977884000005,1224.76695329851,-1.069164898509598
86,62,148,1225.3856248000002,1225.9221091033012,-0.5364843033009947
85,63,148,1221.564694,1221.6889283958797,-0.12423439587973917
84,64,148,1220.7542904,1220.2953262429444,0.4589641570555614
83,65,148,1214.2394636,1213.5617732669828,0.6776903330171535
82,66,148,1210.779564,1209.9955160788693,0.7840479211306501
81,67,148,1200.1289956,1198.972844613151,1.1561509868490703
80,68,148,1192.8344752,1191.2528026567252,1.5816725432748626
79,69,148,1179.3381628,1177.9554701726174,1.3826926273825393
93,56,149,1211.6455755,1212.0750180662444,-0.429442566244461
92,57,149,1218.2525334999998,1219.0079722979976,-0.7554387979978401
91,58,149,1223.9201806,1224.9153883924137,-0.9952077924135665
90,59,149,1227.507296,1228.7752531703425,-1.26795717034247
89,60,149,1230.0611113,1231.5758012194335,-1.514689919433522
88,61,149,1230.9676273,1232.4423470097568,-1.474719709756755
87,62,149,1231.2567767,1232.2673471194967,-1.0105704194966165
86,63,149,1229.779844,1230.3208754492737,-0.5410314492737598
85,64,149,1227.6833544,1227.3969489683468,0.2864054316532929
84,65,149,1223.2624797,1222.908807738209,0.35367196179117855
83,66,149,1218.6854828,1217.5514934747637,1.1339893252363709
82,67,149,1211.854995,1211.3499774118523,0.5050175881476662
81,68,149,1203.1684142,1201.7553722174398,1.4130419825601166
94,56,150,1216.776075,1216.9906138051715,-0.21453880517151447
93,57,150,1222.415085,1222.933519863289,-0.5184348632888032
92,58,150,1230.16845,1230.9811107880992,-0.8126607880992651
91,59,150,1232.83974,1233.757167715154,-0.9174277151541901
90,60,150,1237.436835,1238.779634236012,-1.3427992360120697
89,61,150,1236.571875,1238.4444796344405,-1.8726046344404494
88,62,150,1239.243525,1240.5424684509567,-1.2989434509565854
87,63,150,1236.2022149999998,1237.240664394918,-1.0384493949181888
86,64,150,1236.391545,1236.6004050248018,-0.20886002480187926
85,65,150,1230.95094,1230.5587002438397,0.3922397561602793
