N,Z,A,B_exp,B_BWN_published,residual
143,87,230,1748.852196,1749.6712152430184,-0.8190192430183743
142,88,230,1753.040312,1753.8155315501838,-0.7752195501836923
141,89,230,1752.935892,1753.7165143743052,-0.7806223743052669
140,90,230,1755.129402,1755.7687393174506,-0.6393373174505541
139,91,230,1753.036034,1753.4587620947862,-0.42272809478618
138,92,230,1752.812221,1753.3384218179376,-0.5262008179377062
137,93,230,1748.408273,1748.767879854433,-0.35960685443296825
136,94,230,1745.930368,1746.4558540634189,-0.525486063418839
144,87,231,1754.3297079,1754.7490033220638,-0.4192954220638967
143,88,231,1757.4114558,1757.917676379893,-0.5062205798928971
142,89,231,1759.0827408,1759.5799656625081,-0.49722486250811926
141,90,231,1760.2474428,1760.6179856854071,-0.37054288540707603
140,91,231,1759.8565677,1760.1335375488452,-0.2769698488452832
139,92,231,1758.6926049,1758.9554470596604,-0.2628421596602948
138,93,231,1756.0925151,1756.2669978195415,-0.1744827195416292
137,94,231,1752.6252744,1752.8434771046623,-0.21820270466218972
145,87,232,1758.4087592,1758.589548229236,-0.18078902923593887
144,88,232,1763.2022968,1763.4665435158522,-0.2642467158520958
143,89,232,1763.762484,1764.1502922026818,-0.38780820268175376
142,90,232,1766.6878416,1766.9618863892904,-0.2740447892904285
141,91,232,1765.4056704,1765.4589342356005,-0.05326383560054637
140,92,232,1765.9604288,1766.1157834009703,-0.15535460097021314
138,94,232,1760.6442648,1760.8271209940472,-0.18285619404719
146,87,233,1763.6328734,1763.393024341851,0.23984905814904778
145,88,233,1767.4365052,1767.3133511986127,0.12315400138732002
144,89,233,1769.6801787,1769.729847342643,-0.04966864264315518
143,90,233,1771.4742321,1771.5469395599039,-0.07270745990376781
142,91,233,1771.9341275000002,1771.841420380191,0.09270711980911983
141,92,233,1771.7220742000002,1771.463061141684,0.2590130583162136
140,93,233,1769.9103128,1769.5672286592114,0.34308414078850547
139,94,233,1767.0246544,1766.9487862233077,0.07586817669221091
137,96,233,1758.218466,1757.9848889829614,0.2335770170386695
146,88,234,1772.9112726,1772.584509565359,0.3267630346410897
145,89,234,1774.2183498000002,1774.0413791019648,0.1769706980353476
144,90,234,1777.6642338,1777.6037757394006,0.060458060599330565
143,91,234,1777.1559857999998,1776.8998780099446,0.2561077900552391
142,92,234,1778.567544,1778.3292211836967,0.2383228163032527
141,93,234,1775.9753388,1775.3923773135723,0.5829614864276209
140,94,234,1774.7978274,1774.638320386832,0.15950701316796767
138,96,234,1766.8607112,1766.4951974857613,0.3655137142386593
146,89,235,1779.7736985,1779.3416180233717,0.43208047662824356
145,90,235,1782.330757,1781.9282925817563,0.4024644182436532
144,91,235,1783.2772665,1782.9933459984986,0.2839205015013704
143,92,235,1783.8650485,1783.407933323664,0.45711517633594667
142,93,235,1782.9584185,1782.3013173940524,0.6571011059477314
141,94,235,1781.0367765,1780.4888386954829,0.5479378045172325
140,95,235,1777.812177,1777.1756736383,0.636503361700079
147,89,236,1783.9811828000002,1783.3984644748814,0.5827183251187762
146,90,236,1788.1646368,1787.702400626364,0.462236173636029
145,91,236,1788.3035228,1787.788099198983,0.5154236010171189
144,92,236,1790.4105543999997,1789.9825109235244,0.4280434764752954
143,93,236,1788.6946927999998,1787.8560349855711,0.8386578144286432
142,94,236,1788.3889312,1787.8820776118444,0.5068535881555363
140,96,236,1781.872924,1781.3393818989855,0.5335421010145183
147,90,237,1792.5360621,1791.7706212156313,0.7654408843686724
146,91,237,1794.1811738999995,1793.5968868362565,0.5842870637429769
145,92,237,1795.5363162,1794.7957014199415,0.7406147800586496
144,93,237,1795.2725115,1794.4716233481422,0.8008881518578619
143,94,237,1794.2700963000002,1793.4609273125332,0.8091689874670465
141,96,237,1788.5499117000002,1787.6945929315734,0.8553187684267414
139,98,237,1778.2941159000002,1777.4930620778428,0.8010538221574279
147,91,238,1798.8860862,1798.1319156243715,0.75417057562845
146,92,238,1801.6900356,1801.0825980595712,0.6074375404289185
145,93,238,1800.760836,1799.7583002091092,1.0025357908907608
144,94,238,1801.2699418,1800.559110455202,0.7108313447979526
143,95,238,1798.2293014,1796.9972030341964,1.2320983658034947
142,96,238,1796.4231908,1795.616099149163,0.8070916508370374
147,92,239,1806.4964136,1805.6342344772236,0.8621791227765243
146,93,239,1806.975752,1806.0842593270816,0.8914926729185026
145,94,239,1806.9161693,1805.8682952454153,1.0478740545847813
144,95,239,1805.3316949,1804.1394005046473,1.1922943953527465
143,96,239,1802.7927501,1801.6980070357897,1.0947430642102063
148,92,240,1812.42492,1811.6379948063625,0.786925193637444
147,93,240,1812.041832,1811.1064353222528,0.9353966777473488
146,94,240,1813.450392,1812.6745218884134,0.7758701115865279
145,95,240,1811.283264,1809.9232164124585,1.3600475875414304
144,96,240,1810.2868080000003,1809.3222879739967,0.9645200260035836
142,98,240,1802.4576,1801.5440517666393,0.9135482333606433
148,93,241,1818.1142666,1817.1472924071418,0.966974192858288
147,94,241,1818.6919195,1817.7174180617221,0.9745014382779118
146,95,241,1817.9303595,1816.7717062615966,1.1586532384033035
145,96,241,1816.3805608,1815.1315266621768,1.2490341378231733
149,93,242,1823.0838164,1821.9090989167657,1.1747174832341898
148,94,242,1825.0014728,1824.2357915976386,0.7656812023615203
147,95,242,1823.4679914,1822.2869593128003,1.1810320871998101
146,96,242,1823.349968,1822.4605711694323,0.8893968305676481
144,98,242,1817.2019822,1816.2794808298281,0.9225013701718581
149,94,243,1830.0351141,1829.016508912345,1.0186051876551119
148,95,243,1829.8323306,1828.845699740575,0.9866308594250768
147,96,243,1829.0430423,1827.999640570878,1.0434017291220243
146,97,243,1826.7530103,1825.652810749022,1.1001995509780045
150,94,244,1836.0549576,1835.2516568905744,0.8033007094256845
149,95,244,1835.199518,1834.0960896986742,1.103428301325721
148,96,244,1835.8444588,1835.0368505279882,0.8076082720117483
147,97,244,1832.8001196,1831.664367452438,1.135752147562016
146,98,244,1831.2535012,1830.4430406369236,0.8104605630765036
151,94,245,1840.754139,1839.7746769052665,0.9794620947334352
150,95,245,1841.2495535,1840.3696872517105,0.8798662482895452
149,96,245,1841.3630865,1840.30932099852,1.0537655014800293
148,97,245,1839.771493,1838.7443617564513,1.027131243548638
147,98,245,1837.417778,1836.4807118271124,0.9370661728876257
152,94,246,1846.6088646,1845.7314777151,0.8773868849000337
150,96,246,1847.8220136,1847.0588998019523,0.7631137980476979
149,97,246,1845.689661,1844.4872817030541,1.2023792969457645
148,98,246,1844.784012,1844.0386218703638,0.7453901296362346
147,99,246,1840.2730854,1839.245470082452,1.0276153175479976
146,100,246,1837.1183568,1836.6361545435634,0.4822022564364943
151,96,247,1852.9771546,1852.068940520471,0.9082140795289888
150,97,247,1852.2383776,1851.277806264137,0.9605713358628236
149,98,247,1850.8361586,1849.8060664103784,1.030092189621655
148,99,247,1847.5848235,1846.84793014985,0.7368933501500123
152,96,248,1859.1888168,1858.5355281840552,0.6532886159448026
151,97,248,1857.66818,1856.7558708872734,0.9123091127264615
150,98,248,1857.778912,1857.0726469491203,0.7062650508796651
148,100,248,1851.5543848,1851.251448243372,0.30293655662808305
153,96,249,1863.902199,1863.2876243709045,0.614574629095614
152,97,249,1864.024209,1863.261548922311,0.7626600776889063
151,98,249,1863.3654546,1862.5735487966735,0.7919058033264719
149,100,249,1858.0043601,1857.515174621079,0.48918547892094466
148,101,249,1853.5602081,1853.17117620404,0.3890318959599881
154,96,250,1869.734625,1869.4760779936582,0.25854700634181427
153,97,250,1868.98985,1868.4789520260763,0.5108979739236474
152,98,250,1869.989175,1869.5530433677293,0.43613163227064433
150,100,250,1865.522625,1865.2994954729588,0.22312952704123745
149,101,250,1860.413325,1859.9030216283181,0.5103033716818572
155,96,251,1874.1475483,1873.9748605335817,0.17268776641822114
154,97,251,1874.7851887,1874.7046874220373,0.0805012779626395
153,98,251,1875.0958514,1874.791582416535,0.30426898346490816
152,99,251,1873.9369342,1873.3841359920166,0.5527982079834146
151,100,251,1871.7073263,1871.2932751935673,0.41405110643268017
150,101,251,1867.9170255,1867.731643534465,0.18538196553481612
154,98,252,1881.2675448,1881.4886024711407,-0.2210576711406702
153,99,252,1879.2251856,1879.088522719355,0.13666288064496257
152,100,252,1878.9208452,1878.7870629371482,0.13378226285180972
151,101,252,1874.4879888000005,1874.1923371401874,0.29565165981307473
150,102,252,1871.3013984,1871.7546997827008,-0.453301382700829
155,98,253,1886.0719141,1886.4692298605,-0.3973157605000779
154,99,253,1885.5806387,1885.8247965283706,-0.2441578283705894
153,100,253,1884.4632136,1884.514643258492,-0.05142965849199754
151,102,253,1877.8853907,1878.2418831541352,-0.3564924541351502
150,103,253,1872.938254,1873.307023839978,-0.36876983997808566
156,98,254,1892.1033786000005,1892.7900602718053,-0.686681671804763
155,99,254,1890.6682786,1891.2688000822432,-0.6005214822432663
154,100,254,1890.9775744,1891.722145415578,-0.7445710155780034
152,102,254,1885.5920886,1886.2499148739782,-0.657826273978344
151,103,254,1879.8871724,1880.2590526218862,-0.3718802218861583
156,99,255,1896.644508,1897.5457212284275,-0.901213228427423
155,100,255,1896.15093,1897.187688297547,-1.0367582975470668
154,101,255,1894.3269915,1895.1699408700479,-0.8429493700477906
153,102,255,1891.5747765,1892.4676864537998,-0.8929099537997445
152,103,255,1887.6570585,1888.3109545485916,-0.653896048591605
156,100,256,1902.5379328,1903.8487641212234,-1.3108313212235316
154,102,256,1898.6349824,1900.1862013545533,-1.5512189545534056
153,103,256,1893.929088,1894.9924983278274,-1.0634103278273415
152,104,256,1890.6713344,1891.9598774134972,-1.2885430134972466
157,100,257,1907.5039094,1908.7917509166075,-1.2878415166073864
156,101,257,1906.3192165,1907.7111971338904,-1.3919806338903982
155,102,257,1904.2822859,1906.1383394873353,-1.856053587335282
153,104,257,1897.0982621,1898.6678152500097,-1.5695531500095967
152,105,257,1892.0280119,1891.9998097629405,0.02820213705945207
157,101,258,1911.692667,1913.0275413246586,-1.3348743246585855
154,104,258,1904.6916306,1906.896739025952,-2.2051084259519484
153,105,258,1898.7459174,1899.0724455284558,-0.32652812845572043
157,102,259,1916.5925926,1918.3763434984185,-1.7837508984184751
154,105,259,1906.3339134000005,1907.248295491675,-0.9143820916744971
154,106,260,1909.066432,1909.1881571384745,-0.12172513847440314
157,104,261,1923.9316938,1926.1902951223055,-2.2586013223055943
155,106,261,1915.680231,1915.922555226789,-0.24232422678892362
154,107,261,1909.8234693,1908.690055310233,1.1334139897669502
156,106,262,1923.3874832,1923.736248515548,-0.3487653155480075
155,107,262,1916.7220722,1915.7873687691083,0.9347034308916591
156,108,264,1926.7713168,1925.1345405437528,1.6367762562472308
157,108,265,1933.505561,1931.6349971722389,1.8705638277610888
158,108,266,1941.3374526,1939.658955741872,1.6784968581280282
157,109,266,1934.0221068,1931.1586696521701,2.863437147829927
159,110,269,1950.2917219,1947.0747656396597,3.216956260340339
160,110,270,1958.516118,1955.3039833059606,3.212134694039378
