method,observable,n,mae,rmse,bias,median_ae,p95_ae,regime
B_hgb_residual,Qalpha,0,,,,,,R4_magic_pm2
B_hgb_residual,delta2n,508,0.9723921507949786,1.4435652186838035,-0.1926322221538746,0.5939659140348112,3.2780342430273657,R4_magic_pm2
B_hgb_residual,delta2p,368,1.2747568579118298,1.7263128181274452,-0.2628440574145216,0.907487411666466,3.6092939232673187,R4_magic_pm2
B_hgb_adaptive,Sn,729,2.1764866441474267,3.7260871959336948,0.31227948678713746,1.2150557746657,8.60555266316036,R4_magic_pm2
B_hgb_adaptive,S2n,654,3.3749813180030754,5.128796321906811,0.7549322457823212,1.957021146233501,11.248747863818444,R4_magic_pm2
B_hgb_adaptive,Sp,685,1.8117465378628048,3.227119249960158,-0.11367639013747381,0.9563369839293046,5.917922563043431,R4_magic_pm2
B_hgb_adaptive,S2p,572,2.756268109949376,4.433655115575471,-0.09204024310878968,1.4113294466637853,10.542238603853054,R4_magic_pm2
B_hgb_adaptive,Qalpha,0,,,,,,R4_magic_pm2
B_hgb_adaptive,delta2n,508,4.782393815757777,7.590594882847777,-1.0649803684291919,2.2912990310932173,16.99142537056906,R4_magic_pm2
B_hgb_adaptive,delta2p,368,3.9519618268530237,6.63861377903184,-1.3658521152683045,1.8311283274470043,16.91295556308309,R4_magic_pm2
B_mlp_data,Sn,729,1.6668508994350857,2.1919948513525687,-0.20844085861858153,1.293158514474726,4.732983888517811,R4_magic_pm2
B_mlp_data,S2n,654,1.8808132392536354,2.53016497820101,-0.383642210926894,1.4130408549928006,5.254906441916882,R4_magic_pm2
B_mlp_data,Sp,685,2.076098085866652,2.6786616324441153,0.3151158689645298,1.6640370750055808,5.458774468956697,R4_magic_pm2
B_mlp_data,S2p,572,2.1976622872048344,2.9597081357206134,0.5840052175831536,1.6238656159958964,6.265243418261818,R4_magic_pm2
B_mlp_data,Qalpha,0,,,,,,R4_magic_pm2
B_mlp_data,delta2n,508,1.5868412619909498,2.341707322196622,-0.7893020511797766,0.8039020153923957,5.204780363482979,R4_magic_pm2
B_mlp_data,delta2p,368,2.515258212277412,3.2620491577659254,-1.1774414080842306,1.9418861474615028,6.47119795092884,R4_magic_pm2
B_mlp_soft,Sn,729,0.8844362457395849,1.0968654568763083,-0.1445828824974493,0.7746476599409107,2.162029197674201,R4_magic_pm2
B_mlp_soft,S2n,654,1.3399112849371833,1.6318042952084209,-0.2968190856215239,1.165908498854776,3.063955748636835,R4_magic_pm2
B_mlp_soft,Sp,685,1.0117146673252997,1.2857294247963174,0.2796944365866988,0.8113313174778796,2.49980230616643,R4_magic_pm2
B_mlp_soft,S2p,572,1.3810629942823418,1.7415331595525334,0.5359194039517788,1.2217814282720383,3.309799600095681,R4_magic_pm2
B_mlp_soft,Qalpha,0,,,,,,R4_magic_pm2
B_mlp_soft,delta2n,508,0.9789764954663256,1.6062212743523356,-0.38217823085996516,0.33822680367214275,3.751725338841706,R4_magic_pm2
B_mlp_soft,delta2p,368,1.3821797718407167,2.0090238454005225,-0.41841679619789135,0.7701782914250828,4.32755830495931,R4_magic_pm2
B_mlp_residual,Sn,729,0.5236197626744267,0.6809688405777125,-0.010398684413551035,0.41090647479018116,1.4207068375058043,R4_magic_pm2
B_mlp_residual,S2n,654,0.7706054879648552,1.0353953462890442,-0.04187330035620789,0.5853960688708639,2.081894924862155,R4_magic_pm2
B_mlp_residual,Sp,685,0.5631292076451458,0.7566116152028532,0.036636873982670785,0.4012431222831765,1.5777003081203465,R4_magic_pm2
B_mlp_residual,S2p,572,0.8035904198700164,1.067404064968612,0.07478892531131218,0.6122688400370748,2.1418417362342765,R4_magic_pm2
B_mlp_residual,Qalpha,0,,,,,,R4_magic_pm2
B_mlp_residual,delta2n,508,0.7985457473609275,1.2711431904307748,-0.24354838369328813,0.38854883365632986,3.109998095157901,R4_magic_pm2
B_mlp_residual,delta2p,368,1.1154133843938565,1.5261273947705682,-0.3522973543892607,0.8087964581155802,3.3264789313392327,R4_magic_pm2
B_mlp_adaptive,Sn,729,0.9049337097053317,1.1294428426275926,-0.12980568744672855,0.7838162852007713,2.222134775800396,R4_magic_pm2
B_mlp_adaptive,S2n,654,1.3349444992827442,1.6361381678845774,-0.2690774125780595,1.1479699694219505,3.2128998836574794,R4_magic_pm2
B_mlp_adaptive,Sp,685,1.0234897602938298,1.3069876962335247,0.259886425105562,0.8123605527509881,2.5881669418525233,R4_magic_pm2
B_mlp_adaptive,S2p,572,1.3785979668746593,1.7471472394061047,0.49894234676607546,1.2255375368420118,3.2947400474616835,R4_magic_pm2
B_mlp_adaptive,Qalpha,0,,,,,,R4_magic_pm2
B_mlp_adaptive,delta2n,508,0.9811874544339579,1.6153821290846655,-0.3941770639971513,0.3336387818244759,3.7843749449840036,R4_magic_pm2
B_mlp_adaptive,delta2p,368,1.3986628472388525,2.0272974076703996,-0.4446404720578566,0.7609336631196584,4.248545046111271,R4_magic_pm2
B_ridge_data,Sn,729,0.7199954223665789,0.9211042185790058,-0.05748824165378598,0.626593799269699,1.784874211338547,R4_magic_pm2
B_ridge_data,S2n,654,1.1322021761387016,1.4308786441779053,-0.14553328728948953,1.0100163476448643,2.54590000657621,R4_magic_pm2
B_ridge_data,Sp,685,0.7332386313787888,0.9398226232725496,0.131674058970998,0.6444583128991894,1.6901930016619522,R4_magic_pm2
B_ridge_data,S2p,572,1.1047240391477176,1.4529787919543027,0.24441129970959757,0.8756810919900317,2.671847405655568,R4_magic_pm2
B_ridge_data,Qalpha,0,,,,,,R4_magic_pm2
B_ridge_data,delta2n,508,0.902855439716846,1.4948117147854272,-0.37804343517710853,0.34519856272623883,3.636983355571979,R4_magic_pm2
B_ridge_data,delta2p,368,1.2970843791647222,1.9034208141101514,-0.5985196825938897,0.6800783306603932,4.224285333456529,R4_magic_pm2
B_ridge_soft,Sn,729,0.7199954223665789,0.9211042185790058,-0.05748824165378598,0.626593799269699,1.784874211338547,R4_magic_pm2
B_ridge_soft,S2n,654,1.1322021761387016,1.4308786441779053,-0.14553328728948953,1.0100163476448643,2.54590000657621,R4_magic_pm2
B_ridge_soft,Sp,685,0.7332386313787888,0.9398226232725496,0.131674058970998,0.6444583128991894,1.6901930016619522,R4_magic_pm2
B_ridge_soft,S2p,572,1.1047240391477176,1.4529787919543027,0.24441129970959757,0.8756810919900317,2.671847405655568,R4_magic_pm2
B_ridge_soft,Qalpha,0,,,,,,R4_magic_pm2
B_ridge_soft,delta2n,508,0.902855439716846,1.4948117147854272,-0.37804343517710853,0.34519856272623883,3.636983355571979,R4_magic_pm2
B_ridge_soft,delta2p,368,1.2970843791647222,1.9034208141101514,-0.5985196825938897,0.6800783306603932,4.224285333456529,R4_magic_pm2
B_ridge_residual,Sn,729,0.6403300894061372,0.7712290769676455,-0.07184502168105131,0.6172507375213172,1.3799398627915709,R4_magic_pm2
B_ridge_residual,S2n,654,1.068294670756011,1.290850035997924,-0.1828631721065495,0.9923464572403304,2.4279329108082153,R4_magic_pm2
B_ridge_residual,Sp,685,0.6388679224893856,0.7963109701568187,0.16414231123304257,0.5557351340007699,1.5217651814137745,R4_magic_pm2
B_ridge_residual,S2p,572,1.0173386949471594,1.2793788518541351,0.3318826177078221,0.9429734461103294,2.4929318485141687,R4_magic_pm2
B_ridge_residual,Qalpha,0,,,,,,R4_magic_pm2
B_ridge_residual,delta2n,508,0.8549818358895613,1.4008920130161264,-0.2892457633018449,0.3517515229855803,3.3831936463169874,R4_magic_pm2
B_ridge_residual,delta2p,368,1.1372749951464325,1.6024176201928861,-0.4388474697687547,0.6270029037507925,3.398382533837501,R4_magic_pm2
B_ridge_adaptive,Sn,729,0.6805628433350991,0.8294900750016073,-0.057878634549638534,0.6223039134572446,1.5426694402994372,R4_magic_pm2
B_ridge_adaptive,S2n,654,1.1376424805133667,1.390453504537768,-0.15315490535432813,1.0370814098893675,2.5984157924132436,R4_magic_pm2
B_ridge_adaptive,Sp,685,0.6654018435679389,0.8164842931173341,0.15076461704514493,0.605129760764612,1.4620991775676202,R4_magic_pm2
B_ridge_adaptive,S2p,572,1.1067986053664811,1.3706537520869704,0.294462561456261,1.0601208649113687,2.646144914331364,R4_magic_pm2
B_ridge_adaptive,Qalpha,0,,,,,,R4_magic_pm2
B_ridge_adaptive,delta2n,508,0.8956069445806674,1.4440376476364973,-0.291208308647145,0.3766528508382976,3.4425106507540644,R4_magic_pm2
B_ridge_adaptive,delta2p,368,1.2203579559091424,1.7143093755920744,-0.3807383595279753,0.6586403443648976,3.5051240415395455,R4_magic_pm2
B_semf,Sn,97,0.5444968859220097,0.6879170543743961,0.07426262437332458,0.37888590371017017,1.2031797841872272,R0_random_broad
B_semf,S2n,84,0.875761084029273,1.2537803458487367,-0.03285771983918889,0.6652309627357909,2.5247292243715695,R0_random_broad
B_semf,Sp,103,0.5847250587066343,0.7262296946714679,0.10107203244583232,0.4990390018799644,1.3803932154080825,R0_random_broad
B_semf,S2p,88,1.0575052014236768,1.92551802885038,0.4380602965234107,0.7261198091997585,2.2219741476627344,R0_random_broad
B_semf,Qalpha,0,,,,,,R0_random_broad
B_semf,delta2n,13,0.4993981390921013,0.6566025008829572,0.26788072893390774,0.32574394068660695,1.3091015243155875,R0_random_broad
B_semf,delta2p,15,0.34575334685812703,0.49230434561368036,0.24776924680534573,0.22844041796088277,1.0309932089576301,R0_random_broad
B_hgb_data,Sn,97,2.8618076822143363,3.8786448783174943,0.157361359508958,2.3358252025097954,5.901439702692841,R0_random_broad
B_hgb_data,S2n,84,2.4014246242065433,3.2336348427772665,-0.4118563170931639,1.7676050549800948,6.644320360318189,R0_random_broad
B_hgb_data,Sp,103,2.630780349472769,3.545283971914453,0.6634349706672446,2.1942606803938816,6.333959373997758,R0_random_broad
B_hgb_data,S2p,88,2.7218140263812485,4.410657745575799,-0.6544259925081325,1.9514968638081314,5.63738072652494,R0_random_broad
B_hgb_data,Qalpha,0,,,,,,R0_random_broad
B_hgb_data,delta2n,13,3.408376501129667,4.913142548433674,1.0298126009728146,1.4323790982996343,9.31426695644363,R0_random_broad
B_hgb_data,delta2p,15,3.7943059538724926,4.83406007236253,-1.8462624750506733,3.400894270190065,9.26530230105975,R0_random_broad
B_hgb_soft,Sn,97,1.1917358741792956,1.610484821855627,0.10750211842757566,1.0782486457105733,2.4046983380001166,R0_random_broad
B_hgb_soft,S2n,84,1.0764227729714801,1.3509016769920532,-0.18445715874076352,0.8701292552449331,2.4693228793894426,R0_random_broad
B_hgb_soft,Sp,103,1.1090950442730905,1.4683954853765964,0.3260172077343813,0.8725402480608864,2.6085413760613676,R0_random_broad
B_hgb_soft,S2p,88,1.1181561292945923,1.479760650214821,0.0010657809107909538,0.9156984652649953,2.5329292895069777,R0_random_broad
B_hgb_soft,Qalpha,0,,,,,,R0_random_broad
B_hgb_soft,delta2n,13,1.5819850621330103,2.1252850702654555,0.5726534777495107,0.7822328771470666,3.9216678442472563,R0_random_broad
B_hgb_soft,delta2p,15,1.4135148217709002,1.8738451469311777,-0.5898434419369778,1.0067223435546566,3.764569479246597,R0_random_broad
B_hgb_residual,Sn,97,0.27282653180256605,0.394639774851755,0.012111854083407756,0.16966215895536152,0.9241698967686712,R0_random_broad
B_hgb_residual,S2n,84,0.4032353255437136,0.9430058949475542,-0.1652849477459404,0.2501137909494844,1.0324736640926968,R0_random_broad
B_hgb_residual,Sp,103,0.2694062876671863,0.4037838787206504,0.0372186290296963,0.19105370545207734,0.6657412240277831,R0_random_broad
B_hgb_residual,S2p,88,0.4632710850041965,1.5191483888030262,0.2366221097070448,0.2455669637496385,0.8607459212150813,R0_random_broad
B_hgb_residual,Qalpha,0,,,,,,R0_random_broad
B_hgb_residual,delta2n,13,0.4687330490376273,0.5696308607050913,0.07942523724762815,0.44643811498758623,0.9511161393111471,R0_random_broad
B_hgb_residual,delta2p,15,0.43735092354262406,0.6102802360756987,-0.10029450356571108,0.29192948751347103,1.220124735470585,R0_random_broad
B_hgb_adaptive,Sn,97,1.3491893449811514,1.851333026524021,0.1419666935639444,1.1242310245568206,2.837397711676908,R0_random_broad
B_hgb_adaptive,S2n,84,1.193870572271304,1.5775050510703195,-0.12289481169494076,0.8674427124396971,3.3448284384742157,R0_random_broad
B_hgb_adaptive,Sp,103,1.2238788006275971,1.659033479756475,0.35925735943333376,0.9782248091426027,2.8062049704602483,R0_random_broad
B_hgb_adaptive,S2p,88,1.3331231700194373,2.242809769506712,-0.22062603178654203,1.0120229359316681,2.8384924384479993,R0_random_broad
B_hgb_adaptive,Qalpha,0,,,,,,R0_random_broad
B_hgb_adaptive,delta2n,13,1.7021400106925388,2.3340388947456376,0.6982557813145587,0.778095543098857,4.459662182735289,R0_random_broad
B_hgb_adaptive,delta2p,15,1.6154027667032702,2.0714443559172415,-0.679358622437788,1.1336891068522164,4.099618937989885,R0_random_broad
B_mlp_data,Sn,97,1.3077091467200956,1.9160403846051197,0.19878789618921835,0.9923983910700827,3.430142610008121,R0_random_broad
B_mlp_data,S2n,84,1.3873551351925795,1.857682511501755,-0.10247689048135589,0.9656747418742384,4.197571963963187,R0_random_broad
B_mlp_data,Sp,103,1.550770073086178,2.0316715866651256,0.009608187057163348,1.2666991798528215,4.295270560683706,R0_random_broad
B_mlp_data,S2p,88,1.8604187943377517,2.4991425750176175,-0.023600239709455906,1.2964133568178795,5.429762820496813,R0_random_broad
B_mlp_data,Qalpha,0,,,,,,R0_random_broad
B_mlp_data,delta2n,13,0.6389237683730559,1.031077001288653,-0.2750366676964929,0.3763887337890992,2.1984514183774513,R0_random_broad
B_mlp_data,delta2p,15,1.362796698616656,1.6196550749111958,-0.9309575912893479,1.3938609754779918,2.640374128570306,R0_random_broad
B_mlp_soft,Sn,97,0.6958034632365271,0.9351650311327011,0.12407273309966743,0.5338903824890622,1.9224992915046377,R0_random_broad
B_mlp_soft,S2n,84,0.8459113502595533,1.0570518381736624,-0.06070538809604845,0.7254426139460293,2.176868857482594,R0_random_broad
B_mlp_soft,Sp,103,0.6786908136415614,0.8825860557018733,0.06448649429036683,0.5502343772673157,1.588539282446492,R0_random_broad
B_mlp_soft,S2p,88,0.9574222805949814,1.3007032424000133,0.25339608203026615,0.7154525357439638,2.2645023129927946,R0_random_broad
B_mlp_soft,Qalpha,0,,,,,,R0_random_broad
B_mlp_soft,delta2n,13,0.4477192103693054,0.7157237380886232,0.05071377028171425,0.15698153495964107,1.491036642168341,R0_random_broad
B_mlp_soft,delta2p,15,0.6421301467382818,0.7348867249822066,-0.2237214884324961,0.8132344640923748,1.1144092699923704,R0_random_broad
B_mlp_residual,Sn,97,0.2704478472684837,0.47720957370629574,-0.009805546912373396,0.1907242046115698,0.7418130544949009,R0_random_broad
B_mlp_residual,S2n,84,0.2633343967383798,0.4398614113060512,-0.027592073708641168,0.16044901504375275,0.973003709151384,R0_random_broad
B_mlp_residual,Sp,103,0.23489694559647253,0.3444925302095687,0.005471309085638347,0.16259806560083234,0.7077145303462019,R0_random_broad
B_mlp_residual,S2p,88,0.36301624731094795,0.6759760750240412,-0.03972247628828382,0.18256854296271285,0.963534574195124,R0_random_broad
B_mlp_residual,Qalpha,0,,,,,,R0_random_broad
B_mlp_residual,delta2n,13,0.3848154624337387,0.5595843374425546,0.12797569318362234,0.25694702528517155,1.227316033507941,R0_random_broad
B_mlp_residual,delta2p,15,0.24498134224495516,0.3185103987476707,0.011602579063082884,0.1834499636190685,0.6059857030825124,R0_random_broad
B_mlp_adaptive,Sn,97,0.7690396165640744,1.1141123156653,0.1804477817154841,0.5640723333201549,1.8255387526219198,R0_random_broad
B_mlp_adaptive,S2n,84,0.8726170420272252,1.0951784933411195,0.012623914697866686,0.7586650152030074,2.118709918809787,R0_random_broad
B_mlp_adaptive,Sp,103,0.7708302515141269,0.9861390261211596,0.00867960399488103,0.6364211564934976,1.9165358140997226,R0_random_broad
B_mlp_adaptive,S2p,88,0.9519794141925346,1.2066416025376967,0.08587647742307135,0.7514417559740423,2.2813815460775118,R0_random_broad
B_mlp_adaptive,Qalpha,0,,,,,,R0_random_broad
B_mlp_adaptive,delta2n,13,0.4370215237228457,0.691926237442011,0.055764369276210764,0.1778108989467455,1.4286556968081177,R0_random_broad
B_mlp_adaptive,delta2p,15,0.7707465879721819,0.904534843688854,-0.37516232253947995,0.8018878858339349,1.4837094050983521,R0_random_broad
B_ridge_data,Sn,97,0.5844922768329784,0.9496647140000378,0.07888613828845717,0.41142630312606343,1.3611295535548806,R0_random_broad
B_ridge_data,S2n,84,0.731800466353822,0.9656845008584977,-0.05148961443448436,0.5200074981894431,1.9189268217201456,R0_random_broad
B_ridge_data,Sp,103,0.6482856939766678,1.0197149465181532,0.1420488956187526,0.45432945633820054,2.114477742770324,R0_random_broad
B_ridge_data,S2p,88,0.8215994845558864,1.1026971127867837,0.2741375176051109,0.6383776316732224,2.414849996440516,R0_random_broad
B_ridge_data,Qalpha,0,,,,,,R0_random_broad
B_ridge_data,delta2n,13,0.45759803553380607,0.6727377939063426,0.11248914169198088,0.23751638126213948,1.4900909370891662,R0_random_broad
B_ridge_data,delta2p,15,0.2684107557961018,0.35984724293868964,0.08266260667229137,0.18484581884968065,0.6571424308628817,R0_random_broad
B_ridge_soft,Sn,97,0.5844922768329784,0.9496647140000378,0.07888613828845717,0.41142630312606343,1.3611295535548806,R0_random_broad
B_ridge_soft,S2n,84,0.731800466353822,0.9656845008584977,-0.05148961443448436,0.5200074981894431,1.9189268217201456,R0_random_broad
B_ridge_soft,Sp,103,0.6482856939766678,1.0197149465181532,0.1420488956187526,0.45432945633820054,2.114477742770324,R0_random_broad
B_ridge_soft,S2p,88,0.8215994845558864,1.1026971127867837,0.2741375176051109,0.6383776316732224,2.414849996440516,R0_random_broad
B_ridge_soft,Qalpha,0,,,,,,R0_random_broad
B_ridge_soft,delta2n,13,0.45759803553380607,0.6727377939063426,0.11248914169198088,0.23751638126213948,1.4900909370891662,R0_random_broad
B_ridge_soft,delta2p,15,0.2684107557961018,0.35984724293868964,0.08266260667229137,0.18484581884968065,0.6571424308628817,R0_random_broad
B_ridge_residual,Sn,97,0.49945400520871447,0.8922258516206846,0.09485111074935237,0.31809537041158364,1.0876478677980457,R0_random_broad
B_ridge_residual,S2n,84,0.7033488567339996,0.9159182021830345,-0.059255127069134245,0.5184215643288326,1.8766263319148595,R0_random_broad
B_ridge_residual,Sp,103,0.4603797576133428,0.5836116254298628,0.1184514775276749,0.34065351308299796,1.089449554922646,R0_random_broad
B_ridge_residual,S2p,88,0.7232955072661565,0.9025852804478115,0.14437702673265917,0.579393566669296,1.8396000658691944,R0_random_broad
B_ridge_residual,Qalpha,0,,,,,,R0_random_broad
B_ridge_residual,delta2n,13,0.42038840070970834,0.595286605922583,0.16109204842977165,0.16286409049052963,1.2953634884034273,R0_random_broad
B_ridge_residual,delta2p,15,0.2751956127987114,0.3794124050712706,0.08366954579777636,0.17110778123560522,0.6969055473853241,R0_random_broad
B_ridge_adaptive,Sn,97,0.5137574578857133,0.8282749621893297,0.11573685810243087,0.39956088008102597,1.2218986325855894,R0_random_broad
B_ridge_adaptive,S2n,84,0.6588025827263356,0.8972221788188808,-0.0005109072379819882,0.520597454440292,1.7741874455093403,R0_random_broad
B_ridge_adaptive,Sp,103,0.5239660237775717,0.73727842221743,0.11366825039987098,0.39247419349771917,1.2023891375955937,R0_random_broad
B_ridge_adaptive,S2p,88,0.7162462730325145,0.9806793170792276,0.25945910664034083,0.5574548273929167,1.858054915188881,R0_random_broad
B_ridge_adaptive,Qalpha,0,,,,,,R0_random_broad
B_ridge_adaptive,delta2n,13,0.4625366740850198,0.654348087989098,0.19294188766218667,0.29538849161144753,1.4339474241736752,R0_random_broad
B_ridge_adaptive,delta2p,15,0.27324974361942317,0.4031879249074624,0.1598187382938401,0.1781038095130043,0.7311524430786782,R0_random_broad
B_semf,Sn,20,1.0299219997953486,1.2189757848136413,-0.2837722712472129,0.8433770011051251,2.1809916239181093,R1_Ca_broad
B_semf,S2n,19,1.6972690900860095,2.0561995414721577,-0.6649898247220712,1.6959045807965367,3.6680775995112405,R1_Ca_broad
B_semf,Sp,0,,,,,,R1_Ca_broad
B_semf,S2p,0,,,,,,R1_Ca_broad
B_semf,Qalpha,0,,,,,,R1_Ca_broad
B_semf,delta2n,17,1.9110610927179503,2.2197458247310777,0.13457575069818137,1.85416579925527,3.4278209514092954,R1_Ca_broad
B_semf,delta2p,0,,,,,,R1_Ca_broad
B_hgb_data,Sn,20,2.7347358410506986,3.312266202762839,0.1527809165272771,2.458133029329929,5.351029899092711,R1_Ca_broad
B_hgb_data,S2n,19,2.6498009529208666,3.368040569901421,0.2958752628908045,2.243427806012562,5.488453167915989,R1_Ca_broad
B_hgb_data,Sp,0,,,,,,R1_Ca_broad
B_hgb_data,S2p,0,,,,,,R1_Ca_broad
B_hgb_data,Qalpha,0,,,,,,R1_Ca_broad
B_hgb_data,delta2n,17,4.064449447933187,5.400917662124657,-0.030547572554272553,3.6329505919410963,10.575886899283793,R1_Ca_broad
B_hgb_data,delta2p,0,,,,,,R1_Ca_broad
B_hgb_soft,Sn,20,1.2180712617299805,1.5885745525157784,-0.10915099613741575,0.9744220453455341,2.5511934847919813,R1_Ca_broad
B_hgb_soft,S2n,19,1.6015874198447448,1.9563839355365693,-0.2806437896769191,1.4334684673299307,3.4339480122594845,R1_Ca_broad
B_hgb_soft,Sp,0,,,,,,R1_Ca_broad
B_hgb_soft,S2p,0,,,,,,R1_Ca_broad
B_hgb_soft,Qalpha,0,,,,,,R1_Ca_broad
B_hgb_soft,delta2n,17,2.30592235882909,3.110992731745148,0.06852642139719979,1.535670430267885,6.704197460408738,R1_Ca_broad
B_hgb_soft,delta2p,0,,,,,,R1_Ca_broad
B_hgb_residual,Sn,20,0.46693628407389554,0.5876646580044115,-0.04520637866508252,0.37502760281549286,1.0455347182776593,R1_Ca_broad
B_hgb_residual,S2n,19,0.577624199078439,0.6835125290311848,-0.06003910131164802,0.6201321163158013,1.107318150424282,R1_Ca_broad
B_hgb_residual,Sp,0,,,,,,R1_Ca_broad
B_hgb_residual,S2p,0,,,,,,R1_Ca_broad
B_hgb_residual,Qalpha,0,,,,,,R1_Ca_broad
B_hgb_residual,delta2n,17,1.0534751162543263,1.2172521452602918,-0.02974797665164969,0.9781125529252677,1.9202677108354236,R1_Ca_broad
B_hgb_residual,delta2p,0,,,,,,R1_Ca_broad
B_hgb_adaptive,Sn,20,1.5730237757120165,2.027151982532288,0.00034857366848655146,1.1914112015052751,3.1962120231772033,R1_Ca_broad
B_hgb_adaptive,S2n,19,1.791135107515201,2.2478434150517823,-0.06333571821288256,1.9312482212184818,3.4493667039303735,R1_Ca_broad
B_hgb_adaptive,Sp,0,,,,,,R1_Ca_broad
B_hgb_adaptive,S2p,0,,,,,,R1_Ca_broad
B_hgb_adaptive,Qalpha,0,,,,,,R1_Ca_broad
B_hgb_adaptive,delta2n,17,2.755227258032816,3.6548275057587745,-0.008243197883359699,1.7360974899532948,7.392399969642247,R1_Ca_broad
B_hgb_adaptive,delta2p,0,,,,,,R1_Ca_broad
B_mlp_data,Sn,20,1.6305055174336331,2.279281248269103,0.2384348698335458,1.1745024324757765,4.694590513184567,R1_Ca_broad
B_mlp_data,S2n,19,2.582450685471946,3.0464153678212544,0.08349201390365124,2.466280086895779,5.971073169952505,R1_Ca_broad
B_mlp_data,Sp,0,,,,,,R1_Ca_broad
B_mlp_data,S2p,0,,,,,,R1_Ca_broad
B_mlp_data,Qalpha,0,,,,,,R1_Ca_broad
B_mlp_data,delta2n,17,2.7722356380218884,3.324854308408723,-0.9753695069908772,2.371254134840285,5.615808058520667,R1_Ca_broad
B_mlp_data,delta2p,0,,,,,,R1_Ca_broad
B_mlp_soft,Sn,20,1.1293230192224684,1.386243836888104,-0.07488941481491054,1.0040829820793817,2.367091658558798,R1_Ca_broad
B_mlp_soft,S2n,19,1.8352926323632615,2.154123331844772,-0.36559708927178225,1.5848817085947076,3.8744295562978195,R1_Ca_broad
B_mlp_soft,Sp,0,,,,,,R1_Ca_broad
B_mlp_soft,S2p,0,,,,,,R1_Ca_broad
B_mlp_soft,Qalpha,0,,,,,,R1_Ca_broad
B_mlp_soft,delta2n,17,2.0203998466826314,2.4409797486190317,-0.3094023523774434,2.122798544436648,4.150453955984641,R1_Ca_broad
B_mlp_soft,delta2p,0,,,,,,R1_Ca_broad
B_mlp_residual,Sn,20,0.7923700537736892,0.9589472485503465,-0.051054335853669384,0.8306010722311896,1.8272867033401383,R1_Ca_broad
B_mlp_residual,S2n,19,1.379078061810934,1.6505295457471996,-0.1814922053268333,1.161837270471949,2.946078056059393,R1_Ca_broad
B_mlp_residual,Sp,0,,,,,,R1_Ca_broad
B_mlp_residual,S2p,0,,,,,,R1_Ca_broad
B_mlp_residual,Qalpha,0,,,,,,R1_Ca_broad
B_mlp_residual,delta2n,17,1.5564988624917746,1.8490349685776872,-0.11156409463726771,1.716837355361747,2.960015195287451,R1_Ca_broad
B_mlp_residual,delta2p,0,,,,,,R1_Ca_broad
B_mlp_adaptive,Sn,20,1.2203063623619754,1.568812557221911,0.0208632638425172,1.0608139672604864,2.430072451429619,R1_Ca_broad
B_mlp_adaptive,S2n,19,2.007722253466215,2.3187944632324657,-0.22949881761939506,1.7469354467889957,4.054380231364336,R1_Ca_broad
B_mlp_adaptive,Sp,0,,,,,,R1_Ca_broad
B_mlp_adaptive,S2p,0,,,,,,R1_Ca_broad
B_mlp_adaptive,Qalpha,0,,,,,,R1_Ca_broad
B_mlp_adaptive,delta2n,17,2.1230252382040495,2.5641645502558665,-0.47236357388421496,2.0059185420025756,4.23728852306242,R1_Ca_broad
B_mlp_adaptive,delta2p,0,,,,,,R1_Ca_broad
B_ridge_data,Sn,20,0.9010579918794803,1.0686140691394068,0.009944535243278096,0.916812930158045,1.7584384047631347,R1_Ca_broad
B_ridge_data,S2n,19,1.4115541537182228,1.7343124233336882,-0.06287011817151349,1.4472287507695114,3.055576105194051,R1_Ca_broad
B_ridge_data,Sp,0,,,,,,R1_Ca_broad
B_ridge_data,S2p,0,,,,,,R1_Ca_broad
B_ridge_data,Qalpha,0,,,,,,R1_Ca_broad
B_ridge_data,delta2n,17,1.869772621859785,2.1792290732762134,-0.12834108334165836,1.833157291595228,3.842567041375173,R1_Ca_broad
B_ridge_data,delta2p,0,,,,,,R1_Ca_broad
B_ridge_soft,Sn,20,0.9010579918794803,1.0686140691394068,0.009944535243278096,0.916812930158045,1.7584384047631347,R1_Ca_broad
B_ridge_soft,S2n,19,1.4115541537182228,1.7343124233336882,-0.06287011817151349,1.4472287507695114,3.055576105194051,R1_Ca_broad
B_ridge_soft,Sp,0,,,,,,R1_Ca_broad
B_ridge_soft,S2p,0,,,,,,R1_Ca_broad
B_ridge_soft,Qalpha,0,,,,,,R1_Ca_broad
B_ridge_soft,delta2n,17,1.869772621859785,2.1792290732762134,-0.12834108334165836,1.833157291595228,3.842567041375173,R1_Ca_broad
B_ridge_soft,delta2p,0,,,,,,R1_Ca_broad
B_ridge_residual,Sn,20,0.8860689942459089,1.0587744491381543,-0.008159717191409755,0.9354171714634276,1.8235061953818472,R1_Ca_broad
B_ridge_residual,S2n,19,1.4467335517826427,1.7671015077029402,-0.11658968309765334,1.344197100456995,2.9836513184632265,R1_Ca_broad
B_ridge_residual,Sp,0,,,,,,R1_Ca_broad
B_ridge_residual,S2p,0,,,,,,R1_Ca_broad
B_ridge_residual,Qalpha,0,,,,,,R1_Ca_broad
B_ridge_residual,delta2n,17,1.8924928115066195,2.2032717118612357,-0.14244647723347392,1.8092369555822074,3.8394722486426756,R1_Ca_broad
B_ridge_residual,delta2p,0,,,,,,R1_Ca_broad
