method,observable,n,mae,rmse,bias,median_ae,p95_ae,regime
B_ridge_residual,delta2n,28,0.6684965544724345,1.3133172226810386,-0.12802660464953824,0.3461652044879884,2.696902335297067,R1_Sn
B_ridge_residual,delta2p,0,,,,,,R1_Sn
B_ridge_adaptive,Sn,31,0.6329400629909896,0.8119717585855895,-0.1173727190881077,0.5576114533701002,1.5725543567554041,R1_Sn
B_ridge_adaptive,S2n,30,1.147035167657278,1.444096194657719,-0.2950340401822852,0.995484835557761,2.717083593156928,R1_Sn
B_ridge_adaptive,Sp,0,,,,,,R1_Sn
B_ridge_adaptive,S2p,0,,,,,,R1_Sn
B_ridge_adaptive,Qalpha,0,,,,,,R1_Sn
B_ridge_adaptive,delta2n,28,0.695042429378751,1.326586463169671,-0.10119265006328046,0.3802740076848181,2.70891538571227,R1_Sn
B_ridge_adaptive,delta2p,0,,,,,,R1_Sn
B_bwn,Sn,31,0.29783594226705645,0.39842613846040037,-0.05975022368736591,0.2192256185117003,0.6979504685141364,R1_Sn
B_bwn,S2n,30,0.3862266333728333,0.5431836310822048,-0.10711116343555507,0.29557796887831955,1.203672488957669,R1_Sn
B_bwn,Sp,0,,,,,,R1_Sn
B_bwn,S2p,0,,,,,,R1_Sn
B_bwn,Qalpha,0,,,,,,R1_Sn
B_bwn,delta2n,28,0.4607475958555491,0.774163636526531,-0.0871905399083427,0.2814279291441153,1.3682080177279425,R1_Sn
B_bwn,delta2p,0,,,,,,R1_Sn
B_semf,Sn,21,0.682506775201202,0.8044496229098056,-0.04292102051622188,0.6191467090781089,1.259257783948783,R1_Ni
B_semf,S2n,20,1.226750710522245,1.4676976477413577,-0.02557409745375878,1.0436656260142172,2.5661005148836953,R1_Ni
B_semf,Sp,0,,,,,,R1_Ni
B_semf,S2p,0,,,,,,R1_Ni
B_semf,Qalpha,0,,,,,,R1_Ni
B_semf,delta2n,18,1.1611188584937002,1.5692404838960168,0.11839973632618239,0.8664830478044223,2.887572418215213,R1_Ni
B_semf,delta2p,0,,,,,,R1_Ni
B_hgb_data,Sn,21,1.4925466451876122,1.8400275040487832,-0.21905448608591932,1.317705687770001,3.351531234339859,R1_Ni
B_hgb_data,S2n,20,1.5807137176374824,2.138902967823045,-0.5269964648373247,1.019405734476976,4.673537047394336,R1_Ni
B_hgb_data,Sp,0,,,,,,R1_Ni
B_hgb_data,S2p,0,,,,,,R1_Ni
B_hgb_data,Qalpha,0,,,,,,R1_Ni
B_hgb_data,delta2n,18,2.4224409559930677,2.854397155237424,-0.4286701405479916,1.8500724785602927,4.894290307563251,R1_Ni
B_hgb_data,delta2p,0,,,,,,R1_Ni
B_hgb_soft,Sn,21,0.6612053986496724,0.8208748472210482,-0.11337440674409868,0.5441170463990375,1.6199499304175902,R1_Ni
B_hgb_soft,S2n,20,0.9669894792901005,1.1818421895594928,-0.2261430444071834,0.7876426412065598,2.218497433489893,R1_Ni
B_hgb_soft,Sp,0,,,,,,R1_Ni
B_hgb_soft,S2p,0,,,,,,R1_Ni
B_hgb_soft,Qalpha,0,,,,,,R1_Ni
B_hgb_soft,delta2n,18,1.2172768944748844,1.444585584748973,-0.10042821442347834,1.0704472355241137,2.80100526849975,R1_Ni
B_hgb_soft,delta2p,0,,,,,,R1_Ni
B_hgb_residual,Sn,21,0.28190408844552567,0.38053803022688965,0.0480132773544196,0.2502976974500939,0.6937569975222004,R1_Ni
B_hgb_residual,S2n,20,0.39466184056958864,0.5553643205992267,0.04528270452358072,0.25931272466846167,0.96055987796068,R1_Ni
B_hgb_residual,Sp,0,,,,,,R1_Ni
B_hgb_residual,S2p,0,,,,,,R1_Ni
B_hgb_residual,Qalpha,0,,,,,,R1_Ni
B_hgb_residual,delta2n,18,0.6514321247011152,0.8202152120709348,-0.13979877492646312,0.6087361588815554,1.4863295107424783,R1_Ni
B_hgb_residual,delta2p,0,,,,,,R1_Ni
B_hgb_adaptive,Sn,21,0.8598754499208591,1.0674269011764586,-0.122521977077968,0.6623320421486483,1.9338632694004332,R1_Ni
B_hgb_adaptive,S2n,20,1.0580457004389587,1.3203008932230165,-0.28093346490981047,0.8997256154212607,2.846816726034422,R1_Ni
B_hgb_adaptive,Sp,0,,,,,,R1_Ni
B_hgb_adaptive,S2p,0,,,,,,R1_Ni
B_hgb_adaptive,Qalpha,0,,,,,,R1_Ni
B_hgb_adaptive,delta2n,18,1.480480322379132,1.7084512327648265,-0.19251354934877124,1.441283671255519,2.7759862707854537,R1_Ni
B_hgb_adaptive,delta2p,0,,,,,,R1_Ni
B_mlp_data,Sn,21,1.449125440832136,2.061352699167503,-0.4543433859219265,0.7387115767495516,4.261093588537619,R1_Ni
B_mlp_data,S2n,20,2.516379644610595,3.644393331110969,-0.7508857931031117,1.737335483519331,8.392005433232663,R1_Ni
B_mlp_data,Sp,0,,,,,,R1_Ni
B_mlp_data,S2p,0,,,,,,R1_Ni
B_mlp_data,Qalpha,0,,,,,,R1_Ni
B_mlp_data,delta2n,18,2.185772729286321,2.975507658862701,-1.0553691196675585,1.5174960895462846,5.993066016126161,R1_Ni
B_mlp_data,delta2p,0,,,,,,R1_Ni
B_mlp_soft,Sn,21,0.9057927424653966,1.1353742361629382,-0.2074899666785032,0.9153699687803964,2.27845491544565,R1_Ni
B_mlp_soft,S2n,20,1.5626237507029317,2.0320615415274905,-0.31569877571350274,1.296618297732266,4.195153338365489,R1_Ni
B_mlp_soft,Sp,0,,,,,,R1_Ni
B_mlp_soft,S2p,0,,,,,,R1_Ni
B_mlp_soft,Qalpha,0,,,,,,R1_Ni
B_mlp_soft,delta2n,18,1.3422020038154112,1.999981440311303,-0.3511078060713102,0.8318238930625057,4.129769857379474,R1_Ni
B_mlp_soft,delta2p,0,,,,,,R1_Ni
B_mlp_residual,Sn,21,0.51333448297491,0.6389269368660624,0.03291000036755133,0.4254747048828449,1.1790411944326706,R1_Ni
B_mlp_residual,S2n,20,0.8557682830365081,1.0877129898806295,0.12473738297307477,0.6331949716451959,2.010519308037997,R1_Ni
B_mlp_residual,Sp,0,,,,,,R1_Ni
B_mlp_residual,S2p,0,,,,,,R1_Ni
B_mlp_residual,Qalpha,0,,,,,,R1_Ni
B_mlp_residual,delta2n,18,0.8651438365350069,1.3555032231833277,-0.28913471851353734,0.6713408854789975,2.224060300352146,R1_Ni
B_mlp_residual,delta2p,0,,,,,,R1_Ni
B_mlp_adaptive,Sn,21,0.9161680063720122,1.196173320008228,-0.211156195366576,0.878241115489061,2.445855156223047,R1_Ni
B_mlp_adaptive,S2n,20,1.5741054452353325,2.120623185491105,-0.31712561213989543,1.3808879277635242,4.524979804274833,R1_Ni
B_mlp_adaptive,Sp,0,,,,,,R1_Ni
B_mlp_adaptive,S2p,0,,,,,,R1_Ni
B_mlp_adaptive,Qalpha,0,,,,,,R1_Ni
B_mlp_adaptive,delta2n,18,1.3776208974615196,2.0391043316181072,-0.4591104414908911,0.7870584512412506,4.076714192677368,R1_Ni
B_mlp_adaptive,delta2p,0,,,,,,R1_Ni
B_ridge_data,Sn,21,0.6234646592333477,0.8642496807352691,0.009289729195218331,0.31808295040707435,1.8700108623865503,R1_Ni
B_ridge_data,S2n,20,1.037507944092539,1.3926467142117018,0.032577925538782894,0.7773881885628384,3.2350510905922962,R1_Ni
B_ridge_data,Sp,0,,,,,,R1_Ni
B_ridge_data,S2p,0,,,,,,R1_Ni
B_ridge_data,Qalpha,0,,,,,,R1_Ni
B_ridge_data,delta2n,18,0.9901164920535229,1.5744595457393624,-0.26832736188995593,0.5098181701979456,3.2647233330606267,R1_Ni
B_ridge_data,delta2p,0,,,,,,R1_Ni
B_ridge_soft,Sn,21,0.6234646592333477,0.8642496807352691,0.009289729195218331,0.31808295040707435,1.8700108623865503,R1_Ni
B_ridge_soft,S2n,20,1.037507944092539,1.3926467142117018,0.032577925538782894,0.7773881885628384,3.2350510905922962,R1_Ni
B_ridge_soft,Sp,0,,,,,,R1_Ni
B_ridge_soft,S2p,0,,,,,,R1_Ni
B_ridge_soft,Qalpha,0,,,,,,R1_Ni
B_ridge_soft,delta2n,18,0.9901164920535229,1.5744595457393624,-0.26832736188995593,0.5098181701979456,3.2647233330606267,R1_Ni
B_ridge_soft,delta2p,0,,,,,,R1_Ni
B_ridge_residual,Sn,21,0.4557015606802923,0.6313975643661852,0.013287148479459379,0.30145805588574603,1.3850391689359185,R1_Ni
B_ridge_residual,S2n,20,0.8374041490932456,1.1305793121841732,0.058993722315901206,0.5629138583994973,2.2033887958698704,R1_Ni
B_ridge_residual,Sp,0,,,,,,R1_Ni
B_ridge_residual,S2p,0,,,,,,R1_Ni
B_ridge_residual,Qalpha,0,,,,,,R1_Ni
B_ridge_residual,delta2n,18,0.9505153902815222,1.47394115460575,-0.15481593796855955,0.5120450623882675,2.8753235002330935,R1_Ni
B_ridge_residual,delta2p,0,,,,,,R1_Ni
B_ridge_adaptive,Sn,21,0.5361507884613004,0.7405288849822103,-0.0045848010784246595,0.35408458779988905,1.6400888187457667,R1_Ni
B_ridge_adaptive,S2n,20,1.0036204350964937,1.3078389098413996,0.022557097552285653,0.7723468121427004,2.783486066325517,R1_Ni
B_ridge_adaptive,Sp,0,,,,,,R1_Ni
B_ridge_adaptive,S2p,0,,,,,,R1_Ni
B_ridge_adaptive,Qalpha,0,,,,,,R1_Ni
B_ridge_adaptive,delta2n,18,1.0260879147368043,1.5551724624950762,-0.16525690837681534,0.5978139730376313,3.1344134350017923,R1_Ni
B_ridge_adaptive,delta2p,0,,,,,,R1_Ni
B_semf,Sn,37,0.709100571766268,0.8102054451398757,0.08730804987398359,0.7129417749004006,1.370798405760888,R1_Pb
B_semf,S2n,36,1.1782026015661762,1.401265867851954,0.12013216884076883,1.1122886640707748,2.6611507152969693,R1_Pb
B_semf,Sp,0,,,,,,R1_Pb
B_semf,S2p,0,,,,,,R1_Pb
B_semf,Qalpha,0,,,,,,R1_Pb
B_semf,delta2n,34,0.480205948188728,0.9839739359386646,-0.05979256554667914,0.2535134593300654,2.1432967323312115,R1_Pb
B_semf,delta2p,0,,,,,,R1_Pb
B_hgb_data,Sn,37,1.3079808841152585,1.656422587617961,-0.08874718141171527,1.1095675302151449,3.226096818846598,R1_Pb
B_hgb_data,S2n,36,1.6043537997851633,2.0002015301085865,-0.2024845503579387,1.3782755568796574,4.0130175612574135,R1_Pb
B_hgb_data,Sp,0,,,,,,R1_Pb
B_hgb_data,S2p,0,,,,,,R1_Pb
B_hgb_data,Qalpha,0,,,,,,R1_Pb
B_hgb_data,delta2n,34,2.1876709283745535,2.769695807643248,-0.41275381231846897,1.4956595878479675,5.715884967040084,R1_Pb
B_hgb_data,delta2p,0,,,,,,R1_Pb
B_hgb_soft,Sn,37,0.6402968055482492,0.8377463388513996,0.016885957359695444,0.44688377890179254,1.6065572474803957,R1_Pb
B_hgb_soft,S2n,36,0.8811981441937999,1.191080352849458,-0.008914518838720496,0.6611820931287866,2.6573806197868635,R1_Pb
B_hgb_soft,Sp,0,,,,,,R1_Pb
B_hgb_soft,S2p,0,,,,,,R1_Pb
B_hgb_soft,Qalpha,0,,,,,,R1_Pb
B_hgb_soft,delta2n,34,0.928802564104083,1.1903029658188484,-0.20097706425539238,0.6377578672994559,2.4559600906804455,R1_Pb
B_hgb_soft,delta2p,0,,,,,,R1_Pb
B_hgb_residual,Sn,37,0.24292561004635038,0.31076475445121027,0.0013799770046495502,0.17730042982270788,0.62859025632988,R1_Pb
B_hgb_residual,S2n,36,0.2618872424629267,0.372636234281323,-0.004560316723617082,0.1840539702031947,0.8752945515308284,R1_Pb
B_hgb_residual,Sp,0,,,,,,R1_Pb
B_hgb_residual,S2p,0,,,,,,R1_Pb
B_hgb_residual,Qalpha,0,,,,,,R1_Pb
B_hgb_residual,delta2n,34,0.3931263359356161,0.5717644194767807,0.029932468012067576,0.2149151997637091,1.218389311480109,R1_Pb
B_hgb_residual,delta2p,0,,,,,,R1_Pb
B_hgb_adaptive,Sn,37,0.7612428694451471,1.0083951679750844,0.04835480161727286,0.6398705870408321,1.8694612268107444,R1_Pb
B_hgb_adaptive,S2n,36,0.8503689264903692,1.2575816831064646,0.03628323390986073,0.656180308754756,3.131455640001093,R1_Pb
B_hgb_adaptive,Sp,0,,,,,,R1_Pb
B_hgb_adaptive,S2p,0,,,,,,R1_Pb
B_hgb_adaptive,Qalpha,0,,,,,,R1_Pb
B_hgb_adaptive,delta2n,34,1.2093207010203273,1.5944046188213576,-0.24460621187333398,0.9699337644873367,3.5774837746365846,R1_Pb
B_hgb_adaptive,delta2p,0,,,,,,R1_Pb
B_mlp_data,Sn,37,1.112327270564996,1.645801333455598,-0.26286083534502747,0.7889883971765812,2.993502240429961,R1_Pb
B_mlp_data,S2n,36,1.7973786337219748,2.3947046768278497,-0.44365863464274624,1.679567892773548,3.855084490639001,R1_Pb
B_mlp_data,Sp,0,,,,,,R1_Pb
B_mlp_data,S2p,0,,,,,,R1_Pb
B_mlp_data,Qalpha,0,,,,,,R1_Pb
B_mlp_data,delta2n,34,0.8221020292915201,1.3739601840825035,-0.5310459135111735,0.37093037405657014,3.435021220259284,R1_Pb
B_mlp_data,delta2p,0,,,,,,R1_Pb
B_mlp_soft,Sn,37,0.7565875895496029,0.9141464774995506,-0.05275950421362206,0.6705858300852015,1.853994474871797,R1_Pb
B_mlp_soft,S2n,36,1.1700695062047797,1.5158114537562497,-0.10538415255263721,0.6849118952544586,3.018724437839296,R1_Pb
B_mlp_soft,Sp,0,,,,,,R1_Pb
B_mlp_soft,S2p,0,,,,,,R1_Pb
B_mlp_soft,Qalpha,0,,,,,,R1_Pb
B_mlp_soft,delta2n,34,0.4750985404539011,1.0557143171300922,-0.24829390473247687,0.1642675580078503,2.3199318763234915,R1_Pb
B_mlp_soft,delta2p,0,,,,,,R1_Pb
B_mlp_residual,Sn,37,0.21444454817651604,0.2716218155910028,-0.023868361348051523,0.15615578916799677,0.5181727069013503,R1_Pb
B_mlp_residual,S2n,36,0.19642298417886017,0.3384031360266878,-0.05841643366460403,0.08858085934718929,0.8997815084937884,R1_Pb
B_mlp_residual,Sp,0,,,,,,R1_Pb
B_mlp_residual,S2p,0,,,,,,R1_Pb
B_mlp_residual,Qalpha,0,,,,,,R1_Pb
B_mlp_residual,delta2n,34,0.26836940696271355,0.4729281653315711,0.0014747486814030708,0.11079897432045982,1.005875237136331,R1_Pb
B_mlp_residual,delta2p,0,,,,,,R1_Pb
B_mlp_adaptive,Sn,37,0.7765094072170984,0.9941856649446468,-0.041975482625226455,0.7018555980948804,2.083220815709956,R1_Pb
B_mlp_adaptive,S2n,36,1.208923334608907,1.5970833418813966,-0.07178312195121508,0.6373001176569915,3.177706338939913,R1_Pb
B_mlp_adaptive,Sp,0,,,,,,R1_Pb
B_mlp_adaptive,S2p,0,,,,,,R1_Pb
B_mlp_adaptive,Qalpha,0,,,,,,R1_Pb
B_mlp_adaptive,delta2n,34,0.49904906611370464,1.0860143658561572,-0.27616857414753826,0.1188491920480601,2.3790954849920896,R1_Pb
B_mlp_adaptive,delta2p,0,,,,,,R1_Pb
B_ridge_data,Sn,37,0.4951465658625939,0.6563561976428359,-0.05636406855393722,0.3689389593678243,1.4765476607350134,R1_Pb
B_ridge_data,S2n,36,0.9342059583387368,1.19325658782971,-0.10879499171018854,0.8424394856941717,2.311293908292498,R1_Pb
B_ridge_data,Sp,0,,,,,,R1_Pb
B_ridge_data,S2p,0,,,,,,R1_Pb
B_ridge_data,Qalpha,0,,,,,,R1_Pb
B_ridge_data,delta2n,34,0.43775462202470006,0.9504801734781636,-0.0776282894766061,0.16609847407619327,1.9970674355185767,R1_Pb
B_ridge_data,delta2p,0,,,,,,R1_Pb
B_ridge_soft,Sn,37,0.4951465658625939,0.6563561976428359,-0.05636406855393722,0.3689389593678243,1.4765476607350134,R1_Pb
B_ridge_soft,S2n,36,0.9342059583387368,1.19325658782971,-0.10879499171018854,0.8424394856941717,2.311293908292498,R1_Pb
B_ridge_soft,Sp,0,,,,,,R1_Pb
B_ridge_soft,S2p,0,,,,,,R1_Pb
B_ridge_soft,Qalpha,0,,,,,,R1_Pb
B_ridge_soft,delta2n,34,0.43775462202470006,0.9504801734781636,-0.0776282894766061,0.16609847407619327,1.9970674355185767,R1_Pb
B_ridge_soft,delta2p,0,,,,,,R1_Pb
B_ridge_residual,Sn,37,0.5076928676604082,0.6264281281124887,-0.08347123139717927,0.4884547841465974,1.2209987793044548,R1_Pb
B_ridge_residual,S2n,36,0.9230027449021286,1.1705914860468551,-0.17227682976415004,0.8487148437078531,2.138609328478992,R1_Pb
B_ridge_residual,Sp,0,,,,,,R1_Pb
B_ridge_residual,S2p,0,,,,,,R1_Pb
B_ridge_residual,Qalpha,0,,,,,,R1_Pb
B_ridge_residual,delta2n,34,0.4376885591696678,0.9459233016775205,-0.0687327236572561,0.16348883942384873,1.9864297144262966,R1_Pb
B_ridge_residual,delta2p,0,,,,,,R1_Pb
B_ridge_adaptive,Sn,37,0.5012157096127733,0.6587117493076865,-0.016248237309797776,0.42286853073483144,1.3953829237973872,R1_Pb
B_ridge_adaptive,S2n,36,0.9981384200465363,1.2378763644436999,-0.04244758192402287,0.8939353399589436,2.3928949778285187,R1_Pb
B_ridge_adaptive,Sp,0,,,,,,R1_Pb
B_ridge_adaptive,S2p,0,,,,,,R1_Pb
B_ridge_adaptive,Qalpha,0,,,,,,R1_Pb
B_ridge_adaptive,delta2n,34,0.44816804635752305,0.9565501899840531,-0.07040218932812582,0.17995500988047297,2.0329973944019657,R1_Pb
B_ridge_adaptive,delta2p,0,,,,,,R1_Pb
B_semf,Sn,390,0.6174613166541871,0.8181791566040463,-0.21040341569267174,0.4731303712363797,1.686563079462106,R2_neutron_rich
B_semf,S2n,307,1.0886057645003246,1.4390247752601864,-0.3975576916557077,0.8650680589726107,3.103282316841512,R2_neutron_rich
B_semf,Sp,330,0.8070599431265362,1.1261416038314074,0.5132532812509317,0.5623645588761974,2.2335844396628186,R2_neutron_rich
B_semf,S2p,219,1.5272436636609066,2.045906693458935,0.9896211472286903,0.9979924207402746,4.2186283089129,R2_neutron_rich
B_semf,Qalpha,0,,,,,,R2_neutron_rich
B_semf,delta2n,143,0.47279730588134655,1.0470129759914188,-0.1784680417113818,0.1870231533819151,2.364371729180767,R2_neutron_rich
B_semf,delta2p,58,0.629030486546032,1.417765393728763,-0.15688368323417073,0.23769836027895508,3.3528327732804515,R2_neutron_rich
B_hgb_data,Sn,390,3.083426419452877,3.812548400144815,2.694724993458223,2.751994062038193,6.992065479205694,R2_neutron_rich
B_hgb_data,S2n,307,5.80160786430947,6.849247622671648,5.561625149796125,5.078046429513506,12.894773456804682,R2_neutron_rich
B_hgb_data,Sp,330,4.403513700804082,5.117697371789638,-4.335997144977263,4.258747639464332,8.699807115890541,R2_neutron_rich
B_hgb_data,S2p,219,8.684652097040779,9.566727393018683,-8.620529738218417,8.247612586333616,14.957246357607458,R2_neutron_rich
B_hgb_data,Qalpha,0,,,,,,R2_neutron_rich
B_hgb_data,delta2n,143,3.3044006174157454,4.3400218681388685,-1.5702662803613079,2.3859096288613273,9.147339835823095,R2_neutron_rich
B_hgb_data,delta2p,58,4.8368874523606635,5.754290149664831,-3.0997283542227705,4.495877208655486,11.989820738059985,R2_neutron_rich
B_hgb_soft,Sn,390,1.152645762046972,1.4672760205636557,0.9516479479676844,0.9902016521198789,2.9512424056985895,R2_neutron_rich
B_hgb_soft,S2n,307,2.118457522810717,2.548437216978277,1.9861154449250262,1.8535184298211789,5.020892857929175,R2_neutron_rich
B_hgb_soft,Sp,330,1.5288277756447946,1.795989725424654,-1.4264468892403475,1.4670310783054674,3.1485101672920908,R2_neutron_rich
B_hgb_soft,S2p,219,2.9625385103677435,3.3032760713107185,-2.854439206950147,2.847978084909073,5.684382368982779,R2_neutron_rich
B_hgb_soft,Qalpha,0,,,,,,R2_neutron_rich
B_hgb_soft,delta2n,143,1.411436276170902,1.864491118261835,-0.7351873371713356,0.9629712879357157,3.985611258616018,R2_neutron_rich
B_hgb_soft,delta2p,58,2.0975397427897033,2.6001947106835375,-1.3340215516295904,1.6883813052152163,4.919741430287297,R2_neutron_rich
B_hgb_residual,Sn,390,0.5135389607084163,0.7236512954894856,-0.12748184359870027,0.34416609981107626,1.5633072730757283,R2_neutron_rich
B_hgb_residual,S2n,307,0.8385322535180098,1.1797698918129351,-0.26965071200209134,0.5752278415975525,2.8103778250419453,R2_neutron_rich
B_hgb_residual,Sp,330,0.7435509422493037,1.0606306532411203,0.26518460979467273,0.4954504154436563,2.0088197720908285,R2_neutron_rich
B_hgb_residual,S2p,219,1.2397090574107519,1.7244784091586802,0.5561394029256808,0.8023553159059702,3.7255545311534943,R2_neutron_rich
B_hgb_residual,Qalpha,0,,,,,,R2_neutron_rich
B_hgb_residual,delta2n,143,0.7212686876173378,1.1110225512088627,-0.03284658332630376,0.3856507197594965,2.3610040029879547,R2_neutron_rich
B_hgb_residual,delta2p,58,1.0315345580272703,1.5964660130828838,0.11417355162610883,0.6227031153986218,3.1284466595943323,R2_neutron_rich
B_hgb_adaptive,Sn,390,1.6960918839515566,2.1318307717201153,1.5148677612332746,1.437651223532157,4.0682554721583974,R2_neutron_rich
B_hgb_adaptive,S2n,307,3.236450641202593,3.915060401335223,3.1468727683827917,2.8880378747599025,7.458646315011445,R2_neutron_rich
B_hgb_adaptive,Sp,330,2.5002190431658895,3.060414113639471,-2.4482778875428624,2.3056825906621725,5.596748564958671,R2_neutron_rich
B_hgb_adaptive,S2p,219,4.893868729382986,5.594735562979585,-4.857819684566027,4.615298876114139,9.749917420160932,R2_neutron_rich
B_hgb_adaptive,Qalpha,0,,,,,,R2_neutron_rich
B_hgb_adaptive,delta2n,143,1.910558030633893,2.5044137707280014,-1.0270468704561664,1.4089945925863958,4.984439090198863,R2_neutron_rich
B_hgb_adaptive,delta2p,58,2.8988429718171402,3.4668881911902045,-2.2031283345602017,2.605921667630355,6.030101123735312,R2_neutron_rich
B_mlp_data,Sn,390,2.187583251768295,2.6369167626787187,2.0711541704299012,1.9814449364301936,4.7847645275033575,R2_neutron_rich
B_mlp_data,S2n,307,4.158809644607571,4.48330538976169,4.14961873998261,4.089280983191088,7.035618328037071,R2_neutron_rich
B_mlp_data,Sp,330,3.306861266520069,3.9978878723353093,-3.0859874626263366,2.920123828333317,7.484084315850294,R2_neutron_rich
B_mlp_data,S2p,219,6.46481733408728,6.848800653675917,-6.394846205811327,6.385740424507276,9.841027935201646,R2_neutron_rich
B_mlp_data,Qalpha,0,,,,,,R2_neutron_rich
B_mlp_data,delta2n,143,0.9515422319931213,1.4732977308532647,-0.9478555707203654,0.6355485259582565,3.6844293750036634,R2_neutron_rich
B_mlp_data,delta2p,58,2.7207415121871423,3.1701024375378775,-2.7207415121871423,2.413403567719456,6.576498584348393,R2_neutron_rich
B_mlp_soft,Sn,390,0.9357569525400923,1.1487746437158748,0.7022196187563563,0.8235806180477994,2.232027882660689,R2_neutron_rich
B_mlp_soft,S2n,307,1.5939047288581172,1.9188213620059185,1.4213128809996212,1.4362695876729958,3.696546338642656,R2_neutron_rich
B_mlp_soft,Sp,330,1.2745929997793266,1.5571991678687838,-0.9264430162999723,1.1643088347471178,2.949483037020508,R2_neutron_rich
B_mlp_soft,S2p,219,2.290225146991022,2.617642247940529,-1.9641657939873138,2.269274929373978,4.174975944515835,R2_neutron_rich
B_mlp_soft,Qalpha,0,,,,,,R2_neutron_rich
B_mlp_soft,delta2n,143,0.557778666153017,1.1528291218429798,-0.48622305331497034,0.22518342801890867,2.7355370959789758,R2_neutron_rich
B_mlp_soft,delta2p,58,1.196525186905376,1.8563016669709134,-1.182426814815348,0.8471817738914069,4.526516176375808,R2_neutron_rich
B_mlp_residual,Sn,390,0.42030980655948286,0.587874854036239,0.0824059241921714,0.2773052264259377,1.2441180516576458,R2_neutron_rich
B_mlp_residual,S2n,307,0.4337828462347221,0.5899158149577843,0.1490861186472912,0.3262670343347054,1.1745371320853906,R2_neutron_rich
B_mlp_residual,Sp,330,0.5441692204363092,0.8027933058060666,-0.14847799221259603,0.32691749740234854,1.5361728427347032,R2_neutron_rich
B_mlp_residual,S2p,219,0.6772216795207803,0.9849606483165744,-0.20727889742830652,0.37626218333093675,2.1465186878489364,R2_neutron_rich
B_mlp_residual,Qalpha,0,,,,,,R2_neutron_rich
B_mlp_residual,delta2n,143,0.34707355811471075,0.6222752283995708,-0.10720286837811058,0.18701387050009544,1.4636736442809388,R2_neutron_rich
B_mlp_residual,delta2p,58,0.43975073328184755,0.9780647764334902,-0.26057124415037913,0.13609740604294984,2.1459669954486897,R2_neutron_rich
B_mlp_adaptive,Sn,390,1.1722235920142305,1.445062108353834,1.0171763002074197,1.0230550353319927,2.853313766207075,R2_neutron_rich
B_mlp_adaptive,S2n,307,2.108857764946805,2.4771841465482938,2.052624786701043,1.9890516238594955,4.442914318358043,R2_neutron_rich
B_mlp_adaptive,Sp,330,1.677717391569333,2.040531890043906,-1.438941467695112,1.5155396326365462,3.8174450884311057,R2_neutron_rich
B_mlp_adaptive,S2p,219,3.1751488203975504,3.516663277636658,-2.993755129877042,3.271305103935674,5.4634940196988735,R2_neutron_rich
